,full_id,osm_id,osm_type,Area,S_coeff,W_coeff,E_coeff,Chosen_Production,Chosen_Consumption
3435,w621816381,621816381,way,16.272608496394508,0.5,0.07,0.43,1.0,1.0
3441,w621816391,621816391,way,17.192167037013157,0.26,0.34,0.4,1.0,1.0
3443,w621816393,621816393,way,8.182233828301761,0.38,0.39,0.23,1.0,1.0
3446,w621816396,621816396,way,33.55953550920222,0.19,0.38,0.43,1.0,1.0
3448,w621817032,621817032,way,8.561273731480004,0.42,0.26,0.32,1.0,1.0
3464,w621817050,621817050,way,11.94362470422871,0.55,0.17,0.28,1.0,1.0
3465,w621817051,621817051,way,10.545431591994683,0.34,0.37,0.29,1.0,1.0
3471,w621834567,621834567,way,16.18751790588511,0.37,0.42,0.21,1.0,1.0
3475,w621834581,621834581,way,24.86095650667296,0.18,0.53,0.29,1.0,1.0
3481,w621835528,621835528,way,17.656297530700797,0.37,0.29,0.34,1.0,1.0
3486,w621835533,621835533,way,8.179333012716214,0.2,0.62,0.18,1.0,1.0
3487,w621835534,621835534,way,22.909674556127825,0.37,0.21,0.42,1.0,1.0
3493,w621835540,621835540,way,16.028939987208496,0.19,0.38,0.43,1.0,1.0
3497,w621835544,621835544,way,9.241031517026698,0.32,0.27,0.41,1.0,1.0
3500,w621835547,621835547,way,30.03794538834722,0.26,0.35,0.39,1.0,1.0
3501,w621842019,621842019,way,5.551194092209927,0.04,0.85,0.11,1.0,1.0
3502,w621842021,621842021,way,5.97084541358584,0.24,0.39,0.37,1.0,1.0
3504,w622149919,622149919,way,26.68750338703954,0.06,0.4,0.54,1.0,1.0
3506,w625668201,625668201,way,52.65560450886323,0.31,0.28,0.41,1.0,1.0
3507,w625668202,625668202,way,9.05344544249461,0.38,0.15,0.47,1.0,1.0
3508,w625668203,625668203,way,42.26294920437407,0.23,0.15,0.62,1.0,1.0
3509,w625668204,625668204,way,16.584929641105155,0.12,0.44,0.44,1.0,1.0
3511,w625668206,625668206,way,12.196962598699884,0.1,0.19,0.71,1.0,1.0
3516,w625668212,625668212,way,9.727401596870209,0.38,0.21,0.41,1.0,1.0
3518,w625668214,625668214,way,18.727665420296443,0.5,0.45,0.05,1.0,1.0
3520,w625669078,625669078,way,20.648972276457588,0.39,0.51,0.1,1.0,1.0
3522,w625669080,625669080,way,25.974869691523303,0.11,0.32,0.5700000000000001,1.0,1.0
3526,w625669086,625669086,way,31.732021690307125,0.19,0.48,0.33,1.0,1.0
3527,w625669087,625669087,way,23.089525122431784,0.15,0.64,0.21,1.0,1.0
3534,w625669099,625669099,way,5.63144999007675,0.22,0.49,0.29,1.0,1.0
3538,w625669103,625669103,way,16.479533341496918,0.63,0.18,0.19,1.0,1.0
3539,w625671302,625671302,way,8.816545503008209,0.18,0.45,0.37,1.0,1.0
3542,w625671307,625671307,way,14.128905778674705,0.39,0.22,0.39,1.0,1.0
3544,w627046109,627046109,way,8.689876555772623,0.4,0.45,0.15,1.0,1.0
3546,w627046111,627046111,way,5.768755261126011,0.33,0.53,0.14,1.0,1.0
3547,w627046112,627046112,way,28.937569342896097,0.42,0.32,0.26,1.0,1.0
3551,w627046116,627046116,way,8.439439476886998,0.1,0.44,0.46,1.0,1.0
3557,w627046380,627046380,way,16.255203602881224,0.3,0.24,0.46,1.0,1.0
3559,w627046987,627046987,way,32.082053437629895,0.25,0.55,0.2,1.0,1.0
3560,w627046988,627046988,way,29.09131256893013,0.14,0.47,0.39,1.0,1.0
3564,w629297583,629297583,way,28.135010364227885,0.62,0.29,0.09,1.0,1.0
3566,w629297586,629297586,way,15.828783711805698,0.18,0.53,0.29,1.0,1.0
3568,w629297588,629297588,way,12.675597170315267,0.24,0.67,0.09,1.0,1.0
3569,w629298522,629298522,way,27.27056731973464,0.15,0.4,0.45,1.0,1.0
3571,w629298524,629298524,way,32.442721508766326,0.16,0.38,0.46,1.0,1.0
3572,w629298525,629298525,way,18.2877083898217,0.28,0.72,0.0,1.0,1.0
3582,w629298540,629298540,way,7.927928995302072,0.36,0.25,0.39,1.0,1.0
3587,w629298553,629298553,way,14.018674786423889,0.29,0.02,0.69,1.0,1.0
3589,w629298561,629298561,way,17.928007257213775,0.44,0.46,0.1,1.0,1.0
3594,w629300888,629300888,way,7.487971964827326,0.11,0.24,0.65,1.0,1.0
3595,w629300889,629300889,way,15.449743808627456,0.1,0.89,0.01,1.0,1.0
3596,w629300891,629300891,way,9.427650653030271,0.33,0.52,0.15,1.0,1.0
3599,w629300894,629300894,way,33.80900564955933,0.31,0.2,0.49,1.0,1.0
3601,w629300896,629300896,way,9.634575498132682,0.36,0.25,0.39,1.0,1.0
3609,w629300905,629300905,way,8.493588034483889,0.59,0.15,0.26,1.0,1.0
3615,w629300911,629300911,way,5.1180056314347935,0.41,0.27,0.32,1.0,1.0
3624,w629301745,629301745,way,8.2392832014842,0.4,0.58,0.02,1.0,1.0
3626,w629301747,629301747,way,29.73239281333619,0.16,0.2,0.64,1.0,1.0
3629,w629302079,629302079,way,19.16182081960009,0.51,0.06,0.43,1.0,1.0
3632,w629302082,629302082,way,17.536397153164824,0.33,0.42,0.25,1.0,1.0
3634,w629302547,629302547,way,14.672325231700654,0.22,0.49,0.29,1.0,1.0
3635,w629302549,629302549,way,21.2262345779816,0.21,0.5599999999999999,0.23,1.0,1.0
3637,w629302551,629302551,way,11.916550425430264,0.41,0.26,0.33,1.0,1.0
3644,w629302558,629302558,way,16.655516153686815,0.36,0.27,0.37,1.0,1.0
3655,w629302569,629302569,way,11.508502366396543,0.83,0.09,0.08,1.0,1.0
3657,w629302571,629302571,way,9.024437286639133,0.23,0.1,0.67,1.0,1.0
3658,w629302688,629302688,way,12.5440935304371,0.29,0.57,0.14,1.0,1.0
3663,w631149088,631149088,way,35.685833333408745,0.52,0.28,0.2,1.0,1.0
3664,w632581516,632581516,way,12.666894723558624,0.05,0.31,0.64,1.0,1.0
3668,w632583281,632583281,way,5.382946788248157,0.51,0.19,0.3,1.0,1.0
3669,w632583282,632583282,way,4.290306251025161,0.16,0.42,0.42,1.0,1.0
3674,w632584228,632584228,way,7.695863748458251,0.16,0.41,0.43,1.0,1.0
3676,w632584230,632584230,way,126.4301134190428,0.03,0.04,0.93,1.0,1.0
3678,w632584232,632584232,way,14.166616381286822,0.2,0.09,0.71,1.0,1.0
3679,w632584233,632584233,way,37.08112563005722,0.0,0.88,0.12,1.0,1.0
3687,w632593287,632593287,way,3.707242318330058,0.38,0.45,0.17,1.0,1.0
3691,w632593293,632593293,way,17.782966477936384,0.08,0.32,0.6,1.0,1.0
3695,w632593299,632593299,way,12.829340396349298,0.0499999999999999,0.43,0.52,1.0,1.0
3697,w632593302,632593302,way,15.44394217745636,0.02,0.47,0.51,1.0,1.0
3698,w632593304,632593304,way,19.259481610980203,0.5,0.15,0.35,1.0,1.0
3703,w632593310,632593310,way,7.928895933830589,0.42,0.06,0.52,1.0,1.0
3706,w632593316,632593316,way,11.098520430305792,0.5599999999999999,0.01,0.43,1.0,1.0
3710,w632593323,632593323,way,34.472325480121256,0.34,0.12,0.54,1.0,1.0
3713,w632593329,632593329,way,8.532265575624525,0.16,0.5,0.34,1.0,1.0
3714,w632593330,632593330,way,16.864374875846256,0.43,0.34,0.23,1.0,1.0
3722,w632593358,632593358,way,12.769390207581312,0.5,0.23,0.27,1.0,1.0
3724,w632593363,632593363,way,29.83488829735888,0.47,0.49,0.04,1.0,1.0
3728,w632593372,632593372,way,15.2640916111524,0.13,0.46,0.41,1.0,1.0
3730,w632593376,632593376,way,23.5459201078913,0.12,0.76,0.12,1.0,1.0
3731,w632593379,632593379,way,18.902681293957823,0.31,0.23,0.46,1.0,1.0
3733,w632593382,632593382,way,16.954300158998237,0.49,0.22,0.29,1.0,1.0
3734,w632593386,632593386,way,22.131289040672502,0.33,0.47,0.2,1.0,1.0
3736,w632593389,632593389,way,22.889368847028987,0.49,0.44,0.07,1.0,1.0
3737,w632593391,632593391,way,20.113288331659763,0.11,0.51,0.38,1.0,1.0
3741,w632593397,632593397,way,24.88899772399992,0.41,0.37,0.22,1.0,1.0
3746,w632593403,632593403,way,19.749719444937774,0.43,0.26,0.31,1.0,1.0
3755,w632596922,632596922,way,6.07044008202298,0.44,0.49,0.0699999999999999,1.0,1.0
3758,w632596926,632596926,way,6.576148932436809,0.73,0.25,0.02,1.0,1.0
3759,w632596927,632596927,way,8.43847253835848,0.3,0.63,0.07,1.0,1.0
3761,w632596933,632596933,way,5.729110781456858,0.62,0.02,0.36,1.0,1.0
3762,w632596935,632596935,way,11.218420807841769,0.33,0.6,0.07,1.0,1.0
3766,w632596944,632596944,way,21.826703404189985,0.44,0.36,0.2,1.0,1.0
3768,w632596948,632596948,way,14.544689345936549,0.37,0.16,0.47,1.0,1.0
3770,w632596951,632596951,way,13.230619885683408,0.02,0.33,0.65,1.0,1.0
3774,w632596961,632596961,way,9.934326441972615,0.86,0.12,0.02,1.0,1.0
3775,w632596962,632596962,way,11.562650923993436,0.17,0.53,0.3,1.0,1.0
3779,w632596972,632596972,way,16.505640681766845,0.27,0.3999999999999999,0.33,1.0,1.0
3784,w632606073,632606073,way,21.824769527132958,0.27,0.33,0.4,1.0,1.0
3785,w632606074,632606074,way,7.995614692298187,0.41,0.54,0.05,1.0,1.0
3787,w632606076,632606076,way,11.263866918682014,0.6900000000000001,0.07,0.24,1.0,1.0
3789,w632606079,632606079,way,9.038941364566872,0.46,0.06,0.48,1.0,1.0
3792,w632606082,632606082,way,48.023968957271954,0.18,0.65,0.17,1.0,1.0
3799,w632606089,632606089,way,7.887317577104403,0.26,0.01,0.73,1.0,1.0
3803,w632608150,632608150,way,4.986501991556628,0.15,0.56,0.29,1.0,1.0
3806,w632608154,632608154,way,21.041549319035056,0.44,0.12,0.44,1.0,1.0
3810,w632611233,632611233,way,12.585671887163285,0.45,0.12,0.43,1.0,1.0
3812,w632611235,632611235,way,20.137461794872664,0.08,0.45,0.47,1.0,1.0
3813,w632611236,632611236,way,34.14453331895436,0.77,0.11,0.12,1.0,1.0
3814,w632611237,632611237,way,14.260409418552868,0.33,0.34,0.33,1.0,1.0
3818,w632611242,632611242,way,16.594599026390313,0.32,0.46,0.22,1.0,1.0
3825,w632611255,632611255,way,12.564399239535934,0.01,0.51,0.48,1.0,1.0
3829,w632611260,632611260,way,5.872217683677214,0.64,0.05,0.31,1.0,1.0
3831,w632611265,632611265,way,12.567300055121482,0.15,0.41,0.44,1.0,1.0
3834,w632611268,632611268,way,15.426537283943071,0.07,0.36,0.57,1.0,1.0
3835,w632611269,632611269,way,23.12143409387281,0.53,0.25,0.22,1.0,1.0
3839,w632611273,632611273,way,17.47548002586832,0.34,0.29,0.37,1.0,1.0
3840,w632611274,632611274,way,7.222063869485447,0.4,0.15,0.45,1.0,1.0
3842,w632611282,632611282,way,10.604414842234156,0.47,0.16,0.37,1.0,1.0
3845,w632611286,632611286,way,15.361752402532508,0.5599999999999999,0.3399999999999999,0.0999999999999999,1.0,1.0
3846,w632611287,632611287,way,15.5677103091064,0.39,0.15,0.46,1.0,1.0
3851,w632614006,632614006,way,3.707242318330058,0.42,0.3399999999999999,0.24,1.0,1.0
3855,w632614010,632614010,way,6.198075967787082,0.19,0.25,0.56,1.0,1.0
3863,w632614019,632614019,way,8.264423603225614,0.21,0.3,0.49,1.0,1.0
3867,w632614028,632614028,way,22.168999643284625,0.35,0.6,0.05,1.0,1.0
3870,w632614031,632614031,way,7.1524442954323,0.25,0.68,0.07,1.0,1.0
3873,w632614034,632614034,way,22.643766460785944,0.24,0.36,0.4,1.0,1.0
3875,w632614036,632614036,way,7.436724222815982,0.55,0.06,0.39,1.0,1.0
3876,w632614037,632614037,way,14.50214405068185,0.49,0.05,0.46,1.0,1.0
3877,w632614038,632614038,way,15.181901836228544,0.49,0.49,0.02,1.0,1.0
3880,w632614041,632614041,way,10.613117288990798,0.18,0.39,0.43,1.0,1.0
3882,w632614043,632614043,way,18.831127842847646,0.36,0.03,0.61,1.0,1.0
3889,w632616274,632616274,way,14.014807032309823,0.41,0.15,0.44,1.0,1.0
3891,w632616276,632616276,way,5.790027908753362,0.76,0.13,0.11,1.0,1.0
3892,w632616278,632616278,way,3.833911265565644,0.26,0.43,0.31,1.0,1.0
3893,w632616279,632616279,way,4.517536805226404,0.39,0.07,0.54,1.0,1.0
3894,w632616280,632616280,way,5.753284244669756,0.11,0.06,0.83,1.0,1.0
3895,w632616281,632616281,way,3.334970984851427,0.39,0.39,0.22,1.0,1.0
3896,w632616282,632616282,way,10.87128987610455,0.42,0.18,0.4,1.0,1.0
3897,w632616284,632616284,way,3.5796064325659565,0.31,0.53,0.16,1.0,1.0
3898,w632616285,632616285,way,8.07296977457946,0.5,0.34,0.16,1.0,1.0
3899,w632616286,632616286,way,8.690843494301138,0.5599999999999999,0.1699999999999999,0.27,1.0,1.0
3902,w632616289,632616289,way,20.07654466757616,0.4,0.06,0.54,1.0,1.0
3904,w632616291,632616291,way,9.246833148197794,0.23,0.37,0.4,1.0,1.0
3906,w632616293,632616293,way,10.403291628302842,0.34,0.31,0.35,1.0,1.0
3907,w632616294,632616294,way,11.126561647632752,0.19,0.76,0.05,1.0,1.0
3908,w632616295,632616295,way,3.281789365783051,0.36,0.21,0.43,1.0,1.0
3909,w632616298,632616298,way,11.150735110845652,0.07,0.06,0.87,1.0,1.0
3918,w632616307,632616307,way,11.7850467855521,0.29,0.32,0.39,1.0,1.0
3919,w632616308,632616308,way,18.385369181201806,0.12,0.52,0.36,1.0,1.0
3921,w632616310,632616310,way,16.01830366339482,0.3,0.35,0.35,1.0,1.0
3923,w632616312,632616312,way,10.597646272534542,0.36,0.44,0.2,1.0,1.0
3925,w632616314,632616314,way,18.0875521144189,0.27,0.17,0.56,1.0,1.0
3929,w632627172,632627172,way,14.209161676541523,0.21,0.22,0.5700000000000001,1.0,1.0
3930,w632627174,632627174,way,13.685080994085892,0.29,0.3,0.41,1.0,1.0
3932,w632627177,632627177,way,28.438629062181885,0.47,0.03,0.5,1.0,1.0
3935,w632627183,632627183,way,12.659159215330494,0.03,0.59,0.38,1.0,1.0
3937,w632627189,632627189,way,6.6757436008739495,0.21,0.55,0.24,1.0,1.0
3947,w632627200,632627200,way,12.226937693083878,0.03,0.92,0.05,1.0,1.0
3950,w632627204,632627204,way,6.076241713194076,0.35,0.38,0.27,1.0,1.0
3952,w632627206,632627206,way,21.000937900837386,0.21,0.03,0.76,1.0,1.0
3953,w632627207,632627207,way,8.601885149677672,0.5,0.02,0.48,1.0,1.0
3957,w632627212,632627212,way,5.641119375361909,0.64,0.27,0.09,1.0,1.0
3958,w632627213,632627213,way,10.271787988424675,0.15,0.79,0.06,1.0,1.0
3959,w632627215,632627215,way,10.976686175712786,0.07,0.64,0.29,1.0,1.0
3962,w632627220,632627220,way,18.360228779460392,0.15,0.47,0.38,1.0,1.0
3965,w632627223,632627223,way,8.667636969616755,0.08,0.42,0.5,1.0,1.0
3970,w632627230,632627230,way,8.07103589752243,0.39,0.39,0.22,1.0,1.0
3972,w632627233,632627233,way,6.705718695257942,0.43,0.02,0.55,1.0,1.0
3976,w632627241,632627241,way,5.456434116415367,0.22,0.38,0.4,1.0,1.0
3978,w632627244,632627244,way,20.17130464337072,0.14,0.65,0.21,1.0,1.0
3983,w632627253,632627253,way,14.968208421426526,0.37,0.41,0.22,1.0,1.0
3984,w632627254,632627254,way,9.627806928433069,0.29,0.09,0.62,1.0,1.0
3988,w632627261,632627261,way,6.875899876276746,0.3,0.35,0.35,1.0,1.0
4001,w632627817,632627817,way,3.2856571198971145,0.33,0.53,0.14,1.0,1.0
4002,w632627819,632627819,way,9.817326880022192,0.13,0.16,0.71,1.0,1.0
4010,w632627833,632627833,way,9.39960943570331,0.88,0.03,0.09,1.0,1.0
4016,w632632299,632632299,way,10.911901294302218,0.29,0.45,0.26,1.0,1.0
4017,w632632300,632632300,way,15.001084331396068,0.11,0.47,0.42,1.0,1.0
4020,w632632303,632632303,way,11.150735110845652,0.06,0.33,0.61,1.0,1.0
4025,w632632308,632632308,way,14.174351889514952,0.31,0.49,0.2,1.0,1.0
4026,w632632309,632632309,way,11.674815793301285,0.34,0.34,0.32,1.0,1.0
4028,w632632311,632632311,way,12.108971192604937,0.47,0.03,0.5,1.0,1.0
4030,w632632313,632632313,way,6.527802006011013,0.08,0.47,0.45,1.0,1.0
4035,w632632318,632632318,way,6.365356333220337,0.44,0.12,0.44,1.0,1.0
4041,w632634091,632634091,way,5.155716234046914,0.3,0.2,0.5,1.0,1.0
4050,w632634102,632634102,way,11.871104314590015,0.18,0.32,0.5,1.0,1.0
4051,w632634103,632634103,way,20.49039435778097,0.47,0.53,0.0,1.0,1.0
4052,w632634104,632634104,way,3.693705178930836,0.44,0.14,0.42,1.0,1.0
4055,w632634109,632634109,way,22.111950270102184,0.06,0.64,0.3,1.0,1.0
4057,w632634111,632634111,way,14.973043114069103,0.37,0.13,0.5,1.0,1.0
4062,w632634116,632634116,way,11.55684929282234,0.37,0.37,0.26,1.0,1.0
4066,w632637613,632637613,way,15.274727934966077,0.41,0.22,0.37,1.0,1.0
4071,w632637619,632637619,way,9.834731773535475,0.71,0.12,0.17,1.0,1.0
4072,w632637620,632637620,way,17.673702424214085,0.39,0.34,0.27,1.0,1.0
4073,w632637621,632637621,way,11.244528148111698,0.4,0.11,0.49,1.0,1.0
4075,w632637629,632637629,way,14.854109675061649,0.44,0.2799999999999999,0.28,1.0,1.0
4077,w632637631,632637631,way,4.538809452853754,0.33,0.17,0.5,1.0,1.0
4079,w632637633,632637633,way,9.7390048592124,0.44,0.41,0.15,1.0,1.0
4087,w632637643,632637643,way,8.269258295868195,0.26,0.5,0.24,1.0,1.0
4088,w632637644,632637644,way,17.83421421994773,0.4,0.51,0.09,1.0,1.0
4090,w632637646,632637646,way,10.454539370314189,0.28,0.3,0.42,1.0,1.0
4094,w632641767,632641767,way,12.74328286731138,0.41,0.03,0.56,1.0,1.0
4096,w632641769,632641769,way,12.15054954933112,0.54,0.0,0.46,1.0,1.0
4101,w632641777,632641777,way,8.054597942537658,0.44,0.27,0.29,1.0,1.0
4106,w632641792,632641792,way,6.928114556816606,0.42,0.07,0.51,1.0,1.0
4108,w632641796,632641796,way,16.614904735489148,0.26,0.46,0.28,1.0,1.0
4109,w632641798,632641798,way,8.497455788597952,0.41,0.16,0.43,1.0,1.0
4116,w632643986,632643986,way,14.960472913198398,0.53,0.3,0.17,1.0,1.0
4125,w632643995,632643995,way,8.329208484636181,0.42,0.33,0.25,1.0,1.0
4129,w632643999,632643999,way,6.568413424208682,0.35,0.3,0.35,1.0,1.0
4130,w632644000,632644000,way,3.5573668464100896,0.35,0.23,0.42,1.0,1.0
4131,w632644001,632644001,way,31.84225268255794,0.31,0.32,0.37,1.0,1.0
4149,w632645746,632645746,way,11.07531390562141,0.16,0.43,0.41,1.0,1.0
4153,w632645750,632645750,way,3.527391752026096,0.39,0.35,0.26,1.0,1.0
4159,w632645757,632645757,way,7.483137272184747,0.33,0.38,0.29,1.0,1.0
4166,w632648918,632648918,way,15.599619280547426,0.25,0.27,0.48,1.0,1.0
4170,w632648922,632648922,way,10.303696959865702,0.41,0.2,0.39,1.0,1.0
4172,w632648924,632648924,way,15.568677247634914,0.47,0.44,0.09,1.0,1.0
4173,w632648925,632648925,way,5.16635255786059,0.07,0.29,0.64,1.0,1.0
4178,w632648930,632648930,way,6.564545670094618,0.56,0.42,0.02,1.0,1.0
4181,w632648933,632648933,way,9.154007049460269,0.55,0.27,0.18,1.0,1.0
4185,w632648937,632648937,way,9.009933208711391,0.52,0.04,0.44,1.0,1.0
4187,w632648939,632648939,way,11.715427211498952,0.12,0.35,0.53,1.0,1.0
4190,w632648942,632648942,way,4.445983354116225,0.77,0.23,0.0,1.0,1.0
4191,w632648943,632648943,way,7.141807971618626,0.4,0.16,0.44,1.0,1.0
4193,w632648945,632648945,way,12.637886567703143,0.15,0.68,0.17,1.0,1.0
4194,w632648946,632648946,way,8.964487097871144,0.03,0.35,0.62,1.0,1.0
4195,w632648947,632648947,way,7.006436577626396,0.26,0.24,0.5,1.0,1.0
4199,w632648954,632648954,way,10.419729583287612,0.52,0.17,0.31,1.0,1.0
4203,w632648960,632648960,way,12.711373895870356,0.39,0.31,0.3,1.0,1.0
4208,w632653936,632653936,way,10.686604617158007,0.55,0.29,0.16,1.0,1.0
4213,w632653941,632653941,way,6.100415176406974,0.19,0.43,0.38,1.0,1.0
4214,w632653942,632653942,way,7.977242860256385,0.05,0.2,0.75,1.0,1.0
4215,w632653943,632653943,way,9.208155607057158,0.52,0.27,0.21,1.0,1.0
4216,w632653944,632653944,way,9.901450532003077,0.41,0.1,0.49,1.0,1.0
4219,w632653949,632653949,way,3.273086919026408,0.29,0.07,0.64,1.0,1.0
4222,w632653954,632653954,way,7.58659969473595,0.41,0.35,0.24,1.0,1.0
4223,w632653955,632653955,way,10.111276192691031,0.41,0.4,0.19,1.0,1.0
4225,w632653957,632653957,way,32.89911649422585,0.66,0.26,0.08,1.0,1.0
4229,w632653961,632653961,way,6.920379048588478,0.37,0.16,0.47,1.0,1.0
4231,w632653963,632653963,way,8.038159987552888,0.26,0.4,0.34,1.0,1.0
4232,w632653964,632653964,way,19.16375469665713,0.16,0.21,0.63,1.0,1.0
4235,w632653967,632653967,way,16.766714084466148,0.34,0.28,0.38,1.0,1.0
4247,w632656817,632656817,way,8.684074924601527,0.47,0.32,0.21,1.0,1.0
4253,w632656828,632656828,way,13.151330926345102,0.55,0.4,0.05,1.0,1.0
4255,w632656830,632656830,way,10.51255568202514,0.16,0.84,0.0,1.0,1.0
4256,w632656832,632656832,way,4.964262405400762,0.16,0.73,0.11,1.0,1.0
4259,w632656837,632656837,way,11.755071691168103,0.36,0.47,0.17,1.0,1.0
4260,w632656838,632656838,way,3.4490697312163063,0.46,0.34,0.2,1.0,1.0
4261,w632656839,632656839,way,19.660761100314318,0.13,0.58,0.29,1.0,1.0
4265,w632656844,632656844,way,5.449665546715756,0.36,0.35,0.29,1.0,1.0
4267,w632656847,632656847,way,17.263720488123333,0.4,0.26,0.34,1.0,1.0
4268,w632656848,632656848,way,8.05653181959469,0.36,0.42,0.22,1.0,1.0
4276,w632657224,632657224,way,8.793338978323826,0.27,0.51,0.22,1.0,1.0
4278,w632657226,632657226,way,14.08442660636297,0.52,0.08,0.4,1.0,1.0
4282,w632658632,632658632,way,54.70164643520294,0.41,0.47,0.12,1.0,1.0
4283,w632658634,632658634,way,16.077286913634293,0.21,0.5599999999999999,0.23,1.0,1.0
4285,w632658637,632658637,way,4.248727894298976,0.38,0.32,0.3,1.0,1.0
4287,w632658639,632658639,way,4.185876889945441,0.31,0.42,0.27,1.0,1.0
4289,w632658641,632658641,way,14.726473789297543,0.81,0.05,0.14,1.0,1.0
4298,w632658651,632658651,way,39.16294428195201,0.45,0.19,0.36,1.0,1.0
4301,w632660851,632660851,way,31.369419742113653,0.45,0.03,0.52,1.0,1.0
4302,w632660852,632660852,way,13.38919780436002,0.21,0.73,0.06,1.0,1.0
4303,w632660853,632660853,way,17.696908948898468,0.41,0.2,0.39,1.0,1.0
4307,w632660857,632660857,way,40.47024517250554,0.31,0.31,0.38,1.0,1.0
4310,w632660860,632660860,way,34.04300477346018,0.44,0.33,0.23,1.0,1.0
4318,w632660868,632660868,way,10.35397776334853,0.3,0.48,0.22,1.0,1.0
4320,w632660870,632660870,way,11.33638730832071,0.43,0.33,0.24,1.0,1.0
4321,w632660871,632660871,way,15.863593498832271,0.32,0.08,0.6,1.0,1.0
4323,w632660874,632660874,way,6.364389394691821,0.21,0.38,0.41,1.0,1.0
4332,w632660884,632660884,way,19.457704009325965,0.59,0.27,0.14,1.0,1.0
4337,w632660889,632660889,way,10.75719112973967,0.42,0.11,0.47,1.0,1.0
4339,w632667865,632667865,way,11.76570801498178,0.12,0.64,0.24,1.0,1.0
4342,w632667868,632667868,way,15.247653656167628,0.49,0.49,0.02,1.0,1.0
4343,w632667869,632667869,way,6.240621263041783,0.2,0.68,0.12,1.0,1.0
4345,w632667871,632667871,way,4.245827078713428,0.41,0.18,0.41,1.0,1.0
4347,w632667873,632667873,way,10.1518876108887,0.4,0.27,0.33,1.0,1.0
4351,w632667878,632667878,way,22.82265008856139,0.05,0.32,0.63,1.0,1.0
4360,w632667890,632667890,way,7.1321385863334665,0.32,0.36,0.32,1.0,1.0
4364,w632667894,632667894,way,16.939796081070497,0.28,0.39,0.33,1.0,1.0
4373,w632667904,632667904,way,31.28432915160425,0.51,0.26,0.23,1.0,1.0
4381,w632667912,632667912,way,12.268516049810062,0.65,0.19,0.16,1.0,1.0
4383,w632667914,632667914,way,50.57475279549696,0.22,0.59,0.19,1.0,1.0
4385,w632667916,632667916,way,17.0858037988764,0.48,0.43,0.09,1.0,1.0
4387,w632667918,632667918,way,19.45673707079745,0.01,0.43,0.56,1.0,1.0
4396,w632667931,632667931,way,21.178854590084317,0.33,0.46,0.21,1.0,1.0
4402,w633055737,633055737,way,15.02912554872303,0.09,0.41,0.5,1.0,1.0
4407,w633055743,633055743,way,14.53308608359436,0.4,0.36,0.24,1.0,1.0
4408,w633055744,633055744,way,15.651833961087286,0.4,0.2,0.4,1.0,1.0
4413,w633055749,633055749,way,10.087102729478133,0.33,0.21,0.46,1.0,1.0
4414,w633055750,633055750,way,55.31952015492461,0.04,0.54,0.42,1.0,1.0
4422,w633055758,633055758,way,18.84949967488945,0.49,0.37,0.14,1.0,1.0
4426,w633055762,633055762,way,11.673848854772768,0.21,0.1699999999999999,0.62,1.0,1.0
4432,w633055768,633055768,way,13.788543416637095,0.81,0.0,0.19,1.0,1.0
4434,w633055770,633055770,way,28.89405710911288,0.5700000000000001,0.32,0.11,1.0,1.0
4435,w633055771,633055771,way,24.13865342587156,0.42,0.44,0.14,1.0,1.0
4440,w633056510,633056510,way,13.476222271926453,0.1,0.6,0.3,1.0,1.0
4443,w633056513,633056513,way,13.442379423428395,0.42,0.37,0.21,1.0,1.0
4461,w633059312,633059312,way,10.184763520858242,0.38,0.29,0.33,1.0,1.0
4467,w633059322,633059322,way,14.204326983898945,0.85,0.05,0.1,1.0,1.0
4468,w633059323,633059323,way,25.75344076849316,0.29,0.43,0.28,1.0,1.0
4471,w633063705,633063705,way,9.65584814576003,0.15,0.55,0.3,1.0,1.0
4472,w633063710,633063710,way,5.449665546715756,0.15,0.33,0.52,1.0,1.0
4474,w633063714,633063714,way,14.059286204621555,0.09,0.37,0.54,1.0,1.0
4476,w633063718,633063718,way,20.041734880549587,0.32,0.14,0.54,1.0,1.0
4477,w633063719,633063719,way,26.12571210197179,0.32,0.49,0.19,1.0,1.0
4478,w633063721,633063721,way,25.469160841109478,0.55,0.19,0.26,1.0,1.0
4479,w633063723,633063723,way,5.434194530259501,0.34,0.48,0.18,1.0,1.0
4484,w633063732,633063732,way,10.965082913370596,0.3,0.32,0.38,1.0,1.0
4495,w633392613,633392613,way,3.990555307185224,0.45,0.06,0.49,1.0,1.0
4498,w633461541,633461541,way,5.4777067640427175,0.6,0.34,0.06,1.0,1.0
4499,w633461543,633461543,way,5.98728336857061,0.1,0.14,0.76,1.0,1.0
4506,w633475527,633475527,way,21.30068884467732,0.4,0.08,0.52,1.0,1.0
4509,w633630158,633630158,way,6.944552511801376,0.36,0.37,0.27,1.0,1.0
4519,w633630168,633630168,way,17.748156690909813,0.56,0.26,0.18,1.0,1.0
4522,w633630172,633630172,way,36.34238459427106,0.17,0.15,0.68,1.0,1.0
4523,w633630174,633630174,way,17.85258605198953,0.34,0.41,0.25,1.0,1.0
4529,w633630188,633630188,way,3.445201977102242,0.36,0.44,0.2,1.0,1.0
4533,w633630196,633630196,way,9.760277506839753,0.32,0.21,0.47,1.0,1.0
