time,Data,Ora,€/MWh,SUD [Eur/Wh]
2019-02-11 13:00:00,11/02/2019,14.0,55.06,5.5e-05
2019-02-11 14:00:00,11/02/2019,15.0,57.49,5.7e-05
2019-02-11 15:00:00,11/02/2019,16.0,62.19,6.2e-05
2019-02-11 16:00:00,11/02/2019,17.0,61.2,6.1e-05
2019-02-11 17:00:00,11/02/2019,18.0,72.28,7.2e-05
2019-02-11 18:00:00,11/02/2019,19.0,73.97,7.4e-05
2019-02-11 19:00:00,11/02/2019,20.0,67.0,6.7e-05
2019-02-11 20:00:00,11/02/2019,21.0,61.94,6.2e-05
2019-02-11 21:00:00,11/02/2019,22.0,59.4,5.9e-05
2019-02-11 22:00:00,11/02/2019,23.0,51.64,5.2e-05
2019-02-11 23:00:00,11/02/2019,24.0,49.47,4.9e-05
2019-02-12 00:00:00,12/02/2019,1.0,49.6,5e-05
2019-02-12 01:00:00,12/02/2019,2.0,48.5,4.8e-05
2019-02-12 02:00:00,12/02/2019,3.0,47.79,4.8e-05
2019-02-12 03:00:00,12/02/2019,4.0,42.1,4.2e-05
2019-02-12 04:00:00,12/02/2019,5.0,42.8,4.3e-05
2019-02-12 05:00:00,12/02/2019,6.0,49.61,5e-05
2019-02-12 06:00:00,12/02/2019,7.0,63.0,6.3e-05
2019-02-12 07:00:00,12/02/2019,8.0,68.08,6.8e-05
2019-02-12 08:00:00,12/02/2019,9.0,79.27,7.9e-05
2019-02-12 09:00:00,12/02/2019,10.0,69.0,6.9e-05
2019-02-12 10:00:00,12/02/2019,11.0,65.0,6.5e-05
2019-02-12 11:00:00,12/02/2019,12.0,59.35,5.9e-05
2019-02-12 12:00:00,12/02/2019,13.0,54.35,5.4e-05
2019-02-12 13:00:00,12/02/2019,14.0,54.0,5.4e-05
2019-02-12 14:00:00,12/02/2019,15.0,56.31,5.6e-05
2019-02-12 15:00:00,12/02/2019,16.0,62.06,6.2e-05
2019-02-12 16:00:00,12/02/2019,17.0,62.19,6.2e-05
2019-02-12 17:00:00,12/02/2019,18.0,71.95,7.2e-05
2019-02-12 18:00:00,12/02/2019,19.0,77.18,7.7e-05
2019-02-12 19:00:00,12/02/2019,20.0,75.0,7.5e-05
2019-02-12 20:00:00,12/02/2019,21.0,65.0,6.5e-05
2019-02-12 21:00:00,12/02/2019,22.0,60.01,6e-05
2019-02-12 22:00:00,12/02/2019,23.0,55.52,5.6e-05
2019-02-12 23:00:00,12/02/2019,24.0,49.4,4.9e-05
2019-02-13 00:00:00,13/02/2019,1.0,47.0,4.7e-05
2019-02-13 01:00:00,13/02/2019,2.0,42.58,4.3e-05
2019-02-13 02:00:00,13/02/2019,3.0,38.52,3.9e-05
2019-02-13 03:00:00,13/02/2019,4.0,38.31,3.8e-05
2019-02-13 04:00:00,13/02/2019,5.0,38.52,3.9e-05
2019-02-13 05:00:00,13/02/2019,6.0,38.54,3.9e-05
2019-02-13 06:00:00,13/02/2019,7.0,55.61,5.6e-05
2019-02-13 07:00:00,13/02/2019,8.0,61.2,6.1e-05
2019-02-13 08:00:00,13/02/2019,9.0,67.0,6.7e-05
2019-02-13 09:00:00,13/02/2019,10.0,62.54,6.3e-05
2019-02-13 10:00:00,13/02/2019,11.0,58.23,5.8e-05
2019-02-13 11:00:00,13/02/2019,12.0,54.42,5.4e-05
2019-02-13 12:00:00,13/02/2019,13.0,51.02,5.1e-05
2019-02-13 13:00:00,13/02/2019,14.0,49.42,4.9e-05
2019-02-13 14:00:00,13/02/2019,15.0,51.49,5.1e-05
2019-02-13 15:00:00,13/02/2019,16.0,55.0,5.5e-05
2019-02-13 16:00:00,13/02/2019,17.0,58.68,5.9e-05
2019-02-13 17:00:00,13/02/2019,18.0,67.0,6.7e-05
2019-02-13 18:00:00,13/02/2019,19.0,80.0,8e-05
2019-02-13 19:00:00,13/02/2019,20.0,76.0,7.6e-05
2019-02-13 20:00:00,13/02/2019,21.0,62.54,6.3e-05
2019-02-13 21:00:00,13/02/2019,22.0,58.23,5.8e-05
2019-02-13 22:00:00,13/02/2019,23.0,53.65,5.4e-05
2019-02-13 23:00:00,13/02/2019,24.0,49.04,4.9e-05
2019-02-14 00:00:00,14/02/2019,1.0,47.67,4.8e-05
2019-02-14 01:00:00,14/02/2019,2.0,47.16,4.7e-05
2019-02-14 02:00:00,14/02/2019,3.0,44.62,4.5e-05
2019-02-14 03:00:00,14/02/2019,4.0,42.0,4.2e-05
2019-02-14 04:00:00,14/02/2019,5.0,42.6,4.3e-05
2019-02-14 05:00:00,14/02/2019,6.0,47.11,4.7e-05
2019-02-14 06:00:00,14/02/2019,7.0,62.54,6.3e-05
2019-02-14 07:00:00,14/02/2019,8.0,63.05,6.3e-05
2019-02-14 08:00:00,14/02/2019,9.0,67.9,6.8e-05
2019-02-14 09:00:00,14/02/2019,10.0,67.0,6.7e-05
2019-02-14 10:00:00,14/02/2019,11.0,59.21,5.9e-05
2019-02-14 11:00:00,14/02/2019,12.0,55.42,5.5e-05
2019-02-14 12:00:00,14/02/2019,13.0,50.78,5.1e-05
2019-02-14 13:00:00,14/02/2019,14.0,49.96,5e-05
2019-02-14 14:00:00,14/02/2019,15.0,52.0,5.2e-05
2019-02-14 15:00:00,14/02/2019,16.0,59.21,5.9e-05
2019-02-14 16:00:00,14/02/2019,17.0,66.71,6.7e-05
2019-02-14 17:00:00,14/02/2019,18.0,69.12,6.9e-05
2019-02-14 18:00:00,14/02/2019,19.0,81.63,8.2e-05
2019-02-14 19:00:00,14/02/2019,20.0,76.02,7.6e-05
2019-02-14 20:00:00,14/02/2019,21.0,65.74,6.6e-05
2019-02-14 21:00:00,14/02/2019,22.0,60.0,6e-05
2019-02-14 22:00:00,14/02/2019,23.0,55.81,5.6e-05
2019-02-14 23:00:00,14/02/2019,24.0,52.0,5.2e-05
2019-02-15 00:00:00,15/02/2019,1.0,48.47,4.8e-05
2019-02-15 01:00:00,15/02/2019,2.0,47.49,4.7e-05
2019-02-15 02:00:00,15/02/2019,3.0,45.59,4.6e-05
2019-02-15 03:00:00,15/02/2019,4.0,44.4,4.4e-05
2019-02-15 04:00:00,15/02/2019,5.0,46.08,4.6e-05
2019-02-15 05:00:00,15/02/2019,6.0,49.55,5e-05
2019-02-15 06:00:00,15/02/2019,7.0,61.54,6.2e-05
2019-02-15 07:00:00,15/02/2019,8.0,65.0,6.5e-05
2019-02-15 08:00:00,15/02/2019,9.0,70.01,7e-05
2019-02-15 09:00:00,15/02/2019,10.0,67.0,6.7e-05
2019-02-15 10:00:00,15/02/2019,11.0,58.88,5.9e-05
2019-02-15 11:00:00,15/02/2019,12.0,53.64,5.4e-05
2019-02-15 12:00:00,15/02/2019,13.0,49.45,4.9e-05
2019-02-15 13:00:00,15/02/2019,14.0,48.72,4.9e-05
2019-02-15 14:00:00,15/02/2019,15.0,50.06,5e-05
2019-02-15 15:00:00,15/02/2019,16.0,53.73,5.4e-05
2019-02-15 16:00:00,15/02/2019,17.0,58.38,5.8e-05
2019-02-15 17:00:00,15/02/2019,18.0,62.74,6.3e-05
2019-02-15 18:00:00,15/02/2019,19.0,70.0,7e-05
2019-02-15 19:00:00,15/02/2019,20.0,67.0,6.7e-05
2019-02-15 20:00:00,15/02/2019,21.0,61.99,6.2e-05
2019-02-15 21:00:00,15/02/2019,22.0,57.99,5.8e-05
2019-02-15 22:00:00,15/02/2019,23.0,53.73,5.4e-05
2019-02-15 23:00:00,15/02/2019,24.0,49.99,5e-05
2019-02-16 00:00:00,16/02/2019,1.0,50.66,5.1e-05
2019-02-16 01:00:00,16/02/2019,2.0,48.37,4.8e-05
2019-02-16 02:00:00,16/02/2019,3.0,46.4,4.6e-05
2019-02-16 03:00:00,16/02/2019,4.0,46.43,4.6e-05
2019-02-16 04:00:00,16/02/2019,5.0,46.43,4.6e-05
2019-02-16 05:00:00,16/02/2019,6.0,47.25,4.7e-05
2019-02-16 06:00:00,16/02/2019,7.0,55.03,5.5e-05
2019-02-16 07:00:00,16/02/2019,8.0,60.0,6e-05
2019-02-16 08:00:00,16/02/2019,9.0,60.49,6e-05
2019-02-16 09:00:00,16/02/2019,10.0,58.62,5.9e-05
2019-02-16 10:00:00,16/02/2019,11.0,51.76,5.2e-05
2019-02-16 11:00:00,16/02/2019,12.0,46.6,4.7e-05
2019-02-16 12:00:00,16/02/2019,13.0,41.99,4.2e-05
2019-02-16 13:00:00,16/02/2019,14.0,40.8,4.1e-05
2019-02-16 14:00:00,16/02/2019,15.0,41.46,4.1e-05
2019-02-16 15:00:00,16/02/2019,16.0,45.0,4.5e-05
2019-02-16 16:00:00,16/02/2019,17.0,51.68,5.2e-05
2019-02-16 17:00:00,16/02/2019,18.0,61.24,6.1e-05
2019-02-16 18:00:00,16/02/2019,19.0,68.0,6.8e-05
2019-02-16 19:00:00,16/02/2019,20.0,67.74,6.8e-05
2019-02-16 20:00:00,16/02/2019,21.0,64.01,6.4e-05
2019-02-16 21:00:00,16/02/2019,22.0,58.99,5.9e-05
2019-02-16 22:00:00,16/02/2019,23.0,52.69,5.3e-05
2019-02-16 23:00:00,16/02/2019,24.0,48.8,4.9e-05
2019-02-17 00:00:00,17/02/2019,1.0,57.98,5.8e-05
2019-02-17 01:00:00,17/02/2019,2.0,63.1,6.3e-05
2019-02-17 02:00:00,17/02/2019,3.0,62.2,6.2e-05
2019-02-17 03:00:00,17/02/2019,4.0,62.2,6.2e-05
2019-02-17 04:00:00,17/02/2019,5.0,62.2,6.2e-05
2019-02-17 05:00:00,17/02/2019,6.0,60.13,6e-05
2019-02-17 06:00:00,17/02/2019,7.0,62.2,6.2e-05
2019-02-17 07:00:00,17/02/2019,8.0,62.2,6.2e-05
2019-02-17 08:00:00,17/02/2019,9.0,65.0,6.5e-05
2019-02-17 09:00:00,17/02/2019,10.0,63.54,6.4e-05
2019-02-17 10:00:00,17/02/2019,11.0,61.2,6.1e-05
2019-02-17 11:00:00,17/02/2019,12.0,57.58,5.8e-05
2019-02-17 12:00:00,17/02/2019,13.0,57.57,5.8e-05
2019-02-17 13:00:00,17/02/2019,14.0,52.3,5.2e-05
2019-02-17 14:00:00,17/02/2019,15.0,57.0,5.7e-05
2019-02-17 15:00:00,17/02/2019,16.0,62.2,6.2e-05
2019-02-17 16:00:00,17/02/2019,17.0,61.25,6.1e-05
2019-02-17 17:00:00,17/02/2019,18.0,63.54,6.4e-05
2019-02-17 18:00:00,17/02/2019,19.0,70.0,7e-05
2019-02-17 19:00:00,17/02/2019,20.0,75.74,7.6e-05
2019-02-17 20:00:00,17/02/2019,21.0,70.0,7e-05
2019-02-17 21:00:00,17/02/2019,22.0,67.0,6.7e-05
2019-02-17 22:00:00,17/02/2019,23.0,59.33,5.9e-05
2019-02-17 23:00:00,17/02/2019,24.0,57.0,5.7e-05
2019-02-18 00:00:00,18/02/2019,1.0,50.36,5e-05
2019-02-18 01:00:00,18/02/2019,2.0,48.76,4.9e-05
2019-02-18 02:00:00,18/02/2019,3.0,44.81,4.5e-05
2019-02-18 03:00:00,18/02/2019,4.0,42.79,4.3e-05
2019-02-18 04:00:00,18/02/2019,5.0,44.99,4.5e-05
2019-02-18 05:00:00,18/02/2019,6.0,48.38,4.8e-05
2019-02-18 06:00:00,18/02/2019,7.0,64.0,6.4e-05
2019-02-18 07:00:00,18/02/2019,8.0,67.0,6.7e-05
2019-02-18 08:00:00,18/02/2019,9.0,77.63,7.8e-05
2019-02-18 09:00:00,18/02/2019,10.0,73.26,7.3e-05
2019-02-18 10:00:00,18/02/2019,11.0,64.11,6.4e-05
2019-02-18 11:00:00,18/02/2019,12.0,61.65,6.2e-05
2019-02-18 12:00:00,18/02/2019,13.0,54.04,5.4e-05
2019-02-18 13:00:00,18/02/2019,14.0,55.64,5.6e-05
2019-02-18 14:00:00,18/02/2019,15.0,61.0,6.1e-05
2019-02-18 15:00:00,18/02/2019,16.0,63.0,6.3e-05
2019-02-18 16:00:00,18/02/2019,17.0,67.2,6.7e-05
2019-02-18 17:00:00,18/02/2019,18.0,78.31,7.8e-05
2019-02-18 18:00:00,18/02/2019,19.0,80.82,8.1e-05
2019-02-18 19:00:00,18/02/2019,20.0,78.31,7.8e-05
2019-02-18 20:00:00,18/02/2019,21.0,70.0,7e-05
2019-02-18 21:00:00,18/02/2019,22.0,64.11,6.4e-05
2019-02-18 22:00:00,18/02/2019,23.0,61.65,6.2e-05
2019-02-18 23:00:00,18/02/2019,24.0,59.24,5.9e-05
2019-02-19 00:00:00,19/02/2019,1.0,53.44,5.3e-05
2019-02-19 01:00:00,19/02/2019,2.0,53.16,5.3e-05
2019-02-19 02:00:00,19/02/2019,3.0,50.91,5.1e-05
2019-02-19 03:00:00,19/02/2019,4.0,49.95,5e-05
2019-02-19 04:00:00,19/02/2019,5.0,49.67,5e-05
2019-02-19 05:00:00,19/02/2019,6.0,52.86,5.3e-05
2019-02-19 06:00:00,19/02/2019,7.0,57.2,5.7e-05
2019-02-19 07:00:00,19/02/2019,8.0,61.15,6.1e-05
2019-02-19 08:00:00,19/02/2019,9.0,66.47,6.6e-05
2019-02-19 09:00:00,19/02/2019,10.0,62.38,6.2e-05
2019-02-19 10:00:00,19/02/2019,11.0,56.32,5.6e-05
2019-02-19 11:00:00,19/02/2019,12.0,54.0,5.4e-05
2019-02-19 12:00:00,19/02/2019,13.0,50.0,5e-05
2019-02-19 13:00:00,19/02/2019,14.0,49.91,5e-05
2019-02-19 14:00:00,19/02/2019,15.0,53.82,5.4e-05
2019-02-19 15:00:00,19/02/2019,16.0,57.0,5.7e-05
2019-02-19 16:00:00,19/02/2019,17.0,63.0,6.3e-05
2019-02-19 17:00:00,19/02/2019,18.0,72.04,7.2e-05
2019-02-19 18:00:00,19/02/2019,19.0,77.74,7.8e-05
2019-02-19 19:00:00,19/02/2019,20.0,75.75,7.6e-05
2019-02-19 20:00:00,19/02/2019,21.0,65.0,6.5e-05
2019-02-19 21:00:00,19/02/2019,22.0,61.4,6.1e-05
2019-02-19 22:00:00,19/02/2019,23.0,55.15,5.5e-05
2019-02-19 23:00:00,19/02/2019,24.0,52.26,5.2e-05
2019-02-20 00:00:00,20/02/2019,1.0,54.33,5.4e-05
2019-02-20 01:00:00,20/02/2019,2.0,53.99,5.4e-05
2019-02-20 02:00:00,20/02/2019,3.0,49.0,4.9e-05
2019-02-20 03:00:00,20/02/2019,4.0,49.0,4.9e-05
2019-02-20 04:00:00,20/02/2019,5.0,51.91,5.2e-05
2019-02-20 05:00:00,20/02/2019,6.0,54.33,5.4e-05
2019-02-20 06:00:00,20/02/2019,7.0,63.1,6.3e-05
2019-02-20 07:00:00,20/02/2019,8.0,63.0,6.3e-05
2019-02-20 08:00:00,20/02/2019,9.0,63.12,6.3e-05
2019-02-20 09:00:00,20/02/2019,10.0,61.65,6.2e-05
2019-02-20 10:00:00,20/02/2019,11.0,57.97,5.8e-05
2019-02-20 11:00:00,20/02/2019,12.0,54.46,5.4e-05
2019-02-20 12:00:00,20/02/2019,13.0,50.92,5.1e-05
2019-02-20 13:00:00,20/02/2019,14.0,50.0,5e-05
2019-02-20 14:00:00,20/02/2019,15.0,54.46,5.4e-05
2019-02-20 15:00:00,20/02/2019,16.0,55.66,5.6e-05
2019-02-20 16:00:00,20/02/2019,17.0,63.0,6.3e-05
2019-02-20 17:00:00,20/02/2019,18.0,67.0,6.7e-05
2019-02-20 18:00:00,20/02/2019,19.0,76.42,7.6e-05
2019-02-20 19:00:00,20/02/2019,20.0,75.0,7.5e-05
2019-02-20 20:00:00,20/02/2019,21.0,65.0,6.5e-05
2019-02-20 21:00:00,20/02/2019,22.0,60.01,6e-05
2019-02-20 22:00:00,20/02/2019,23.0,57.55,5.8e-05
2019-02-20 23:00:00,20/02/2019,24.0,53.85,5.4e-05
2019-02-21 00:00:00,21/02/2019,1.0,59.33,5.9e-05
2019-02-21 01:00:00,21/02/2019,2.0,61.0,6.1e-05
2019-02-21 02:00:00,21/02/2019,3.0,55.99,5.6e-05
2019-02-21 03:00:00,21/02/2019,4.0,55.11,5.5e-05
2019-02-21 04:00:00,21/02/2019,5.0,55.66,5.6e-05
2019-02-21 05:00:00,21/02/2019,6.0,61.65,6.2e-05
2019-02-21 06:00:00,21/02/2019,7.0,69.8,7e-05
2019-02-21 07:00:00,21/02/2019,8.0,70.0,7e-05
2019-02-21 08:00:00,21/02/2019,9.0,75.0,7.5e-05
2019-02-21 09:00:00,21/02/2019,10.0,66.48,6.6e-05
2019-02-21 10:00:00,21/02/2019,11.0,58.99,5.9e-05
2019-02-21 11:00:00,21/02/2019,12.0,55.2,5.5e-05
2019-02-21 12:00:00,21/02/2019,13.0,51.3,5.1e-05
2019-02-21 13:00:00,21/02/2019,14.0,51.52,5.2e-05
2019-02-21 14:00:00,21/02/2019,15.0,54.75,5.5e-05
2019-02-21 15:00:00,21/02/2019,16.0,56.17,5.6e-05
2019-02-21 16:00:00,21/02/2019,17.0,62.51,6.3e-05
2019-02-21 17:00:00,21/02/2019,18.0,66.55,6.7e-05
2019-02-21 18:00:00,21/02/2019,19.0,76.21,7.6e-05
2019-02-21 19:00:00,21/02/2019,20.0,74.39,7.4e-05
2019-02-21 20:00:00,21/02/2019,21.0,63.13,6.3e-05
2019-02-21 21:00:00,21/02/2019,22.0,62.1,6.2e-05
2019-02-21 22:00:00,21/02/2019,23.0,57.99,5.8e-05
2019-02-21 23:00:00,21/02/2019,24.0,54.37,5.4e-05
2019-02-22 00:00:00,22/02/2019,1.0,61.65,6.2e-05
2019-02-22 01:00:00,22/02/2019,2.0,61.65,6.2e-05
2019-02-22 02:00:00,22/02/2019,3.0,55.99,5.6e-05
2019-02-22 03:00:00,22/02/2019,4.0,50.75,5.1e-05
2019-02-22 04:00:00,22/02/2019,5.0,51.48,5.1e-05
2019-02-22 05:00:00,22/02/2019,6.0,60.0,6e-05
2019-02-22 06:00:00,22/02/2019,7.0,63.0,6.3e-05
2019-02-22 07:00:00,22/02/2019,8.0,65.0,6.5e-05
2019-02-22 08:00:00,22/02/2019,9.0,70.0,7e-05
2019-02-22 09:00:00,22/02/2019,10.0,65.0,6.5e-05
2019-02-22 10:00:00,22/02/2019,11.0,60.52,6.1e-05
2019-02-22 11:00:00,22/02/2019,12.0,56.75,5.7e-05
2019-02-22 12:00:00,22/02/2019,13.0,53.84,5.4e-05
2019-02-22 13:00:00,22/02/2019,14.0,51.42,5.1e-05
2019-02-22 14:00:00,22/02/2019,15.0,53.77,5.4e-05
2019-02-22 15:00:00,22/02/2019,16.0,55.0,5.5e-05
2019-02-22 16:00:00,22/02/2019,17.0,57.14,5.7e-05
2019-02-22 17:00:00,22/02/2019,18.0,61.01,6.1e-05
2019-02-22 18:00:00,22/02/2019,19.0,65.0,6.5e-05
2019-02-22 19:00:00,22/02/2019,20.0,63.0,6.3e-05
2019-02-22 20:00:00,22/02/2019,21.0,59.24,5.9e-05
2019-02-22 21:00:00,22/02/2019,22.0,56.22,5.6e-05
2019-02-22 22:00:00,22/02/2019,23.0,50.68,5.1e-05
2019-02-22 23:00:00,22/02/2019,24.0,47.73,4.8e-05
2019-02-23 00:00:00,23/02/2019,1.0,50.07,5e-05
2019-02-23 01:00:00,23/02/2019,2.0,49.16,4.9e-05
2019-02-23 02:00:00,23/02/2019,3.0,46.7,4.7e-05
2019-02-23 03:00:00,23/02/2019,4.0,47.5,4.8e-05
2019-02-23 04:00:00,23/02/2019,5.0,46.1,4.6e-05
2019-02-23 05:00:00,23/02/2019,6.0,48.65,4.9e-05
2019-02-23 06:00:00,23/02/2019,7.0,55.06,5.5e-05
2019-02-23 07:00:00,23/02/2019,8.0,61.65,6.2e-05
2019-02-23 08:00:00,23/02/2019,9.0,63.0,6.3e-05
2019-02-23 09:00:00,23/02/2019,10.0,61.65,6.2e-05
2019-02-23 10:00:00,23/02/2019,11.0,54.57,5.5e-05
2019-02-23 11:00:00,23/02/2019,12.0,47.96,4.8e-05
2019-02-23 12:00:00,23/02/2019,13.0,45.3,4.5e-05
2019-02-23 13:00:00,23/02/2019,14.0,37.45,3.7e-05
2019-02-23 14:00:00,23/02/2019,15.0,36.26,3.6e-05
2019-02-23 15:00:00,23/02/2019,16.0,40.38,4e-05
2019-02-23 16:00:00,23/02/2019,17.0,45.08,4.5e-05
2019-02-23 17:00:00,23/02/2019,18.0,54.88,5.5e-05
2019-02-23 18:00:00,23/02/2019,19.0,70.0,7e-05
2019-02-23 19:00:00,23/02/2019,20.0,69.0,6.9e-05
2019-02-23 20:00:00,23/02/2019,21.0,63.0,6.3e-05
2019-02-23 21:00:00,23/02/2019,22.0,58.05,5.8e-05
2019-02-23 22:00:00,23/02/2019,23.0,53.93,5.4e-05
2019-02-23 23:00:00,23/02/2019,24.0,46.95,4.7e-05
2019-02-24 00:00:00,24/02/2019,1.0,46.92,4.7e-05
2019-02-24 01:00:00,24/02/2019,2.0,45.01,4.5e-05
2019-02-24 02:00:00,24/02/2019,3.0,39.53,4e-05
2019-02-24 03:00:00,24/02/2019,4.0,36.21,3.6e-05
2019-02-24 04:00:00,24/02/2019,5.0,36.21,3.6e-05
2019-02-24 05:00:00,24/02/2019,6.0,37.04,3.7e-05
2019-02-24 06:00:00,24/02/2019,7.0,45.02,4.5e-05
2019-02-24 07:00:00,24/02/2019,8.0,45.98,4.6e-05
2019-02-24 08:00:00,24/02/2019,9.0,45.03,4.5e-05
2019-02-24 09:00:00,24/02/2019,10.0,46.1,4.6e-05
2019-02-24 10:00:00,24/02/2019,11.0,44.2,4.4e-05
2019-02-24 11:00:00,24/02/2019,12.0,41.16,4.1e-05
2019-02-24 12:00:00,24/02/2019,13.0,37.14,3.7e-05
2019-02-24 13:00:00,24/02/2019,14.0,35.0,3.5e-05
2019-02-24 14:00:00,24/02/2019,15.0,34.54,3.5e-05
2019-02-24 15:00:00,24/02/2019,16.0,37.53,3.8e-05
2019-02-24 16:00:00,24/02/2019,17.0,46.03,4.6e-05
2019-02-24 17:00:00,24/02/2019,18.0,55.11,5.5e-05
2019-02-24 18:00:00,24/02/2019,19.0,65.47,6.5e-05
2019-02-24 19:00:00,24/02/2019,20.0,70.0,7e-05
2019-02-24 20:00:00,24/02/2019,21.0,68.01,6.8e-05
2019-02-24 21:00:00,24/02/2019,22.0,63.05,6.3e-05
2019-02-24 22:00:00,24/02/2019,23.0,58.6,5.9e-05
2019-02-24 23:00:00,24/02/2019,24.0,47.1,4.7e-05
2019-02-25 00:00:00,25/02/2019,1.0,42.05,4.2e-05
2019-02-25 01:00:00,25/02/2019,2.0,37.25,3.7e-05
2019-02-25 02:00:00,25/02/2019,3.0,37.0,3.7e-05
2019-02-25 03:00:00,25/02/2019,4.0,36.37,3.6e-05
2019-02-25 04:00:00,25/02/2019,5.0,37.15,3.7e-05
2019-02-25 05:00:00,25/02/2019,6.0,45.95,4.6e-05
2019-02-25 06:00:00,25/02/2019,7.0,61.78,6.2e-05
2019-02-25 07:00:00,25/02/2019,8.0,65.0,6.5e-05
2019-02-25 08:00:00,25/02/2019,9.0,70.0,7e-05
2019-02-25 09:00:00,25/02/2019,10.0,67.0,6.7e-05
2019-02-25 10:00:00,25/02/2019,11.0,57.76,5.8e-05
2019-02-25 11:00:00,25/02/2019,12.0,54.81,5.5e-05
2019-02-25 12:00:00,25/02/2019,13.0,51.0,5.1e-05
2019-02-25 13:00:00,25/02/2019,14.0,50.99,5.1e-05
2019-02-25 14:00:00,25/02/2019,15.0,54.0,5.4e-05
2019-02-25 15:00:00,25/02/2019,16.0,57.34,5.7e-05
2019-02-25 16:00:00,25/02/2019,17.0,65.0,6.5e-05
2019-02-25 17:00:00,25/02/2019,18.0,73.8,7.4e-05
2019-02-25 18:00:00,25/02/2019,19.0,78.68,7.9e-05
2019-02-25 19:00:00,25/02/2019,20.0,78.11,7.8e-05
2019-02-25 20:00:00,25/02/2019,21.0,72.0,7.2e-05
2019-02-25 21:00:00,25/02/2019,22.0,67.0,6.7e-05
2019-02-25 22:00:00,25/02/2019,23.0,60.0,6e-05
2019-02-25 23:00:00,25/02/2019,24.0,52.66,5.3e-05
2019-02-26 00:00:00,26/02/2019,1.0,52.53,5.3e-05
2019-02-26 01:00:00,26/02/2019,2.0,51.45,5.1e-05
2019-02-26 02:00:00,26/02/2019,3.0,49.23,4.9e-05
2019-02-26 03:00:00,26/02/2019,4.0,49.22,4.9e-05
2019-02-26 04:00:00,26/02/2019,5.0,49.21,4.9e-05
2019-02-26 05:00:00,26/02/2019,6.0,52.07,5.2e-05
2019-02-26 06:00:00,26/02/2019,7.0,67.0,6.7e-05
2019-02-26 07:00:00,26/02/2019,8.0,65.0,6.5e-05
2019-02-26 08:00:00,26/02/2019,9.0,67.0,6.7e-05
2019-02-26 09:00:00,26/02/2019,10.0,64.0,6.4e-05
2019-02-26 10:00:00,26/02/2019,11.0,57.09,5.7e-05
2019-02-26 11:00:00,26/02/2019,12.0,54.43,5.4e-05
2019-02-26 12:00:00,26/02/2019,13.0,49.26,4.9e-05
2019-02-26 13:00:00,26/02/2019,14.0,48.29,4.8e-05
2019-02-26 14:00:00,26/02/2019,15.0,54.0,5.4e-05
2019-02-26 15:00:00,26/02/2019,16.0,55.21,5.5e-05
2019-02-26 16:00:00,26/02/2019,17.0,60.74,6.1e-05
2019-02-26 17:00:00,26/02/2019,18.0,65.11,6.5e-05
2019-02-26 18:00:00,26/02/2019,19.0,70.4,7e-05
2019-02-26 19:00:00,26/02/2019,20.0,70.4,7e-05
2019-02-26 20:00:00,26/02/2019,21.0,64.14,6.4e-05
2019-02-26 21:00:00,26/02/2019,22.0,57.4,5.7e-05
2019-02-26 22:00:00,26/02/2019,23.0,54.53,5.5e-05
2019-02-26 23:00:00,26/02/2019,24.0,48.05,4.8e-05
2019-02-27 00:00:00,27/02/2019,1.0,47.04,4.7e-05
2019-02-27 01:00:00,27/02/2019,2.0,44.17,4.4e-05
2019-02-27 02:00:00,27/02/2019,3.0,38.85,3.9e-05
2019-02-27 03:00:00,27/02/2019,4.0,38.0,3.8e-05
2019-02-27 04:00:00,27/02/2019,5.0,40.9,4.1e-05
2019-02-27 05:00:00,27/02/2019,6.0,46.52,4.7e-05
2019-02-27 06:00:00,27/02/2019,7.0,57.02,5.7e-05
2019-02-27 07:00:00,27/02/2019,8.0,61.49,6.1e-05
2019-02-27 08:00:00,27/02/2019,9.0,69.0,6.9e-05
2019-02-27 09:00:00,27/02/2019,10.0,63.84,6.4e-05
2019-02-27 10:00:00,27/02/2019,11.0,57.02,5.7e-05
2019-02-27 11:00:00,27/02/2019,12.0,54.76,5.5e-05
2019-02-27 12:00:00,27/02/2019,13.0,48.59,4.9e-05
2019-02-27 13:00:00,27/02/2019,14.0,48.72,4.9e-05
2019-02-27 14:00:00,27/02/2019,15.0,54.0,5.4e-05
2019-02-27 15:00:00,27/02/2019,16.0,55.53,5.6e-05
2019-02-27 16:00:00,27/02/2019,17.0,57.82,5.8e-05
2019-02-27 17:00:00,27/02/2019,18.0,62.84,6.3e-05
2019-02-27 18:00:00,27/02/2019,19.0,70.0,7e-05
2019-02-27 19:00:00,27/02/2019,20.0,70.0,7e-05
2019-02-27 20:00:00,27/02/2019,21.0,68.52,6.9e-05
2019-02-27 21:00:00,27/02/2019,22.0,62.84,6.3e-05
2019-02-27 22:00:00,27/02/2019,23.0,55.52,5.6e-05
2019-02-27 23:00:00,27/02/2019,24.0,51.1,5.1e-05
2019-02-28 00:00:00,28/02/2019,1.0,61.49,6.1e-05
2019-02-28 01:00:00,28/02/2019,2.0,61.49,6.1e-05
2019-02-28 02:00:00,28/02/2019,3.0,54.01,5.4e-05
2019-02-28 03:00:00,28/02/2019,4.0,52.52,5.3e-05
2019-02-28 04:00:00,28/02/2019,5.0,57.31,5.7e-05
2019-02-28 05:00:00,28/02/2019,6.0,61.49,6.1e-05
