time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20190704:1210,912.88,947.9,973.87,945.6375
20190704:1310,794.87,812.22,997.27,854.145
20190704:1410,648.79,633.92,974.46,722.7725
20190704:1510,474.86,416.76,891.25,549.9075
20190704:1610,281.96,192.43,673.21,335.00750000000005
20190704:1710,118.47,66.26,464.28,178.8175
20190704:1810,27.74,24.09,137.46,53.345000000000006
20190704:1910,0.0,0.0,0.0,0.0
20190704:2010,0.0,0.0,0.0,0.0
20190704:2110,0.0,0.0,0.0,0.0
20190704:2210,0.0,0.0,0.0,0.0
20190704:2310,0.0,0.0,0.0,0.0
20190705:0010,0.0,0.0,0.0,0.0
20190705:0110,0.0,0.0,0.0,0.0
20190705:0210,0.0,0.0,0.0,0.0
20190705:0310,0.0,0.0,0.0,0.0
20190705:0410,55.79,24.09,25.51,32.37
20190705:0510,284.15,140.69,71.99,159.38
20190705:0610,484.6,352.42,103.88,323.33000000000004
20190705:0710,679.72,580.7,183.58,506.17500000000007
20190705:0810,827.93,774.97,373.17,687.76
20190705:0910,930.56,919.7,565.48,833.86
20190705:1010,973.84,994.34,737.38,924.975
20190705:1110,950.98,987.02,863.48,947.125
20190705:1210,817.65,845.15,864.01,842.99
20190705:1310,750.03,766.74,924.47,801.995
20190705:1410,591.17,580.28,834.04,646.4425
20190705:1510,449.29,402.52,792.18,511.6275
20190705:1610,281.02,190.72,679.51,335.4925
20190705:1710,118.25,67.98,453.26,176.8675
20190705:1810,27.74,24.09,124.27,50.0475
20190705:1910,0.0,0.0,0.0,0.0
20190705:2010,0.0,0.0,0.0,0.0
20190705:2110,0.0,0.0,0.0,0.0
20190705:2210,0.0,0.0,0.0,0.0
20190705:2310,0.0,0.0,0.0,0.0
20190706:0010,0.0,0.0,0.0,0.0
20190706:0110,0.0,0.0,0.0,0.0
20190706:0210,0.0,0.0,0.0,0.0
20190706:0310,0.0,0.0,0.0,0.0
20190706:0410,55.14,23.23,24.6,31.550000000000004
20190706:0510,273.96,139.59,76.54,157.42000000000002
20190706:0610,485.78,354.04,106.61,325.1175
20190706:0710,672.2,576.58,188.78,503.535
20190706:0810,825.02,773.79,375.73,687.0825
20190706:0910,928.05,918.6,567.09,833.085
20190706:1010,966.42,988.06,735.61,919.5374999999999
20190706:1110,963.84,1001.43,873.7,960.0999999999999
20190706:1210,882.87,918.56,939.67,914.915
20190706:1310,766.46,785.11,950.22,821.725
20190706:1410,566.29,554.61,765.37,610.22
20190706:1510,460.53,410.9,833.97,529.075
20190706:1610,282.27,193.84,676.23,336.545
20190706:1710,116.81,61.09,488.72,181.9275
20190706:1810,27.74,24.09,125.04,50.24
20190706:1910,0.0,0.0,0.0,0.0
20190706:2010,0.0,0.0,0.0,0.0
20190706:2110,0.0,0.0,0.0,0.0
20190706:2210,0.0,0.0,0.0,0.0
20190706:2310,0.0,0.0,0.0,0.0
20190707:0010,0.0,0.0,0.0,0.0
20190707:0110,0.0,0.0,0.0,0.0
20190707:0210,0.0,0.0,0.0,0.0
20190707:0310,0.0,0.0,0.0,0.0
20190707:0410,47.76,21.51,22.78,28.39
20190707:0510,264.98,136.07,75.63,153.1875
20190707:0610,470.94,344.72,107.52,316.975
20190707:0710,645.41,555.96,190.16,486.8725
20190707:0810,800.69,752.39,369.29,668.69
20190707:0910,891.47,883.95,553.18,803.1375
20190707:1010,929.94,951.56,713.76,886.7049999999999
20190707:1110,944.18,981.88,855.96,940.9749999999999
20190707:1210,901.55,939.17,961.03,935.23
20190707:1310,776.69,796.75,971.95,835.5350000000001
20190707:1410,625.27,614.95,928.15,695.83
20190707:1510,453.92,405.31,825.92,522.615
20190707:1610,271.23,195.77,605.61,317.095
20190707:1710,115.47,66.26,445.85,173.46
20190707:1810,27.74,24.09,90.45,41.5925
20190707:1910,0.0,0.0,0.0,0.0
20190707:2010,0.0,0.0,0.0,0.0
20190707:2110,0.0,0.0,0.0,0.0
20190707:2210,0.0,0.0,0.0,0.0
20190707:2310,0.0,0.0,0.0,0.0
20190708:0010,0.0,0.0,0.0,0.0
20190708:0110,0.0,0.0,0.0,0.0
20190708:0210,0.0,0.0,0.0,0.0
20190708:0310,0.0,0.0,0.0,0.0
20190708:0410,52.06,22.37,23.69,30.122500000000002
20190708:0510,278.28,137.88,71.08,156.27999999999997
20190708:0610,476.49,347.8,103.88,318.9925
20190708:0710,666.78,572.16,180.84,497.985
20190708:0810,825.75,774.89,367.46,685.7475
20190708:0910,923.6,915.59,559.54,828.5799999999999
20190708:1010,956.49,979.78,726.06,910.5274999999999
20190708:1110,949.22,988.28,860.04,946.4549999999999
20190708:1210,892.9,931.45,951.16,926.74
20190708:1310,766.9,787.81,954.42,824.2349999999999
20190708:1410,571.52,562.19,786.79,620.6725
20190708:1510,435.94,395.29,744.9,492.855
20190708:1610,275.2,195.37,636.02,325.49
20190708:1710,115.05,92.93,194.75,123.915
20190708:1810,6.93,6.02,6.65,6.404999999999999
20190708:1910,0.0,0.0,0.0,0.0
20190708:2010,0.0,0.0,0.0,0.0
20190708:2110,0.0,0.0,0.0,0.0
20190708:2210,0.0,0.0,0.0,0.0
20190708:2310,0.0,0.0,0.0,0.0
20190709:0010,0.0,0.0,0.0,0.0
20190709:0110,0.0,0.0,0.0,0.0
20190709:0210,0.0,0.0,0.0,0.0
20190709:0310,0.0,0.0,0.0,0.0
20190709:0410,11.94,10.33,10.93,10.8825
20190709:0510,59.71,55.1,54.67,56.144999999999996
20190709:0610,309.54,255.14,174.04,248.465
20190709:0710,613.3,533.46,202.18,470.6
20190709:0810,788.82,743.62,368.05,661.0275
20190709:0910,816.24,810.8,540.06,744.4749999999999
20190709:1010,487.43,460.23,450.69,464.645
20190709:1110,433.79,405.42,412.85,414.37
20190709:1210,887.3,926.79,944.96,921.46
20190709:1310,783.84,806.37,983.56,845.0350000000001
20190709:1410,638.94,629.61,961.13,714.8225
20190709:1510,446.77,402.7,798.69,512.715
20190709:1610,273.84,194.67,636.07,324.8125
20190709:1710,115.88,72.28,413.41,168.46249999999998
20190709:1810,26.75,23.23,105.01,44.555
20190709:1910,0.0,0.0,0.0,0.0
20190709:2010,0.0,0.0,0.0,0.0
20190709:2110,0.0,0.0,0.0,0.0
20190709:2210,0.0,0.0,0.0,0.0
20190709:2310,0.0,0.0,0.0,0.0
20190710:0010,0.0,0.0,0.0,0.0
20190710:0110,0.0,0.0,0.0,0.0
20190710:0210,0.0,0.0,0.0,0.0
20190710:0310,0.0,0.0,0.0,0.0
20190710:0410,64.86,19.79,20.96,31.349999999999998
20190710:0510,244.34,131.11,79.28,146.46
20190710:0610,393.46,304.2,147.62,287.37
20190710:0710,627.26,544.09,192.69,477.0325
20190710:0810,770.3,728.07,368.37,648.7025000000001
20190710:0910,823.7,819.35,539.36,750.44
20190710:1010,656.57,645.85,571.16,629.8575000000001
20190710:1110,614.58,600.02,579.69,598.5775
20190710:1210,186.09,171.72,177.59,176.78
20190710:1310,76.62,70.71,73.13,72.79249999999999
20190710:1410,91.55,84.48,87.37,86.97
20190710:1510,285.17,263.19,304.57,279.03
20190710:1610,277.38,189.06,689.68,336.29499999999996
20190710:1710,112.25,60.23,471.07,175.945
20190710:1810,25.76,22.37,133.77,51.0675
20190710:1910,0.0,0.0,0.0,0.0
20190710:2010,0.0,0.0,0.0,0.0
20190710:2110,0.0,0.0,0.0,0.0
20190710:2210,0.0,0.0,0.0,0.0
20190710:2310,0.0,0.0,0.0,0.0
20190711:0010,0.0,0.0,0.0,0.0
20190711:0110,0.0,0.0,0.0,0.0
20190711:0210,0.0,0.0,0.0,0.0
20190711:0310,0.0,0.0,0.0,0.0
20190711:0410,59.56,19.79,20.96,30.025000000000002
20190711:0510,290.78,138.46,64.7,158.1
20190711:0610,485.49,354.43,102.06,324.10249999999996
20190711:0710,673.84,580.47,178.9,503.42
20190711:0810,829.38,781.82,369.18,690.55
20190711:0910,928.12,923.86,562.74,834.645
20190711:1010,961.89,989.07,730.71,917.685
20190711:1110,971.14,1015.1,877.49,969.7075
20190711:1210,893.72,936.18,951.2,929.3199999999999
20190711:1310,795.22,821.0,997.05,858.5675
20190711:1410,612.56,607.67,886.92,678.7049999999999
20190711:1510,362.21,334.92,465.18,374.3075
20190711:1610,257.92,208.87,456.62,283.07
20190711:1710,116.72,74.0,418.92,170.91
20190711:1810,24.77,21.51,60.44,32.0575
20190711:1910,0.0,0.0,0.0,0.0
20190711:2010,0.0,0.0,0.0,0.0
20190711:2110,0.0,0.0,0.0,0.0
20190711:2210,0.0,0.0,0.0,0.0
20190711:2310,0.0,0.0,0.0,0.0
20190712:0010,0.0,0.0,0.0,0.0
20190712:0110,0.0,0.0,0.0,0.0
20190712:0210,0.0,0.0,0.0,0.0
20190712:0310,0.0,0.0,0.0,0.0
20190712:0410,40.58,18.93,20.05,24.6225
20190712:0510,210.75,124.96,87.48,137.0375
20190712:0610,402.89,309.9,143.06,291.4375
20190712:0710,644.34,557.87,181.04,485.28
20190712:0810,781.18,739.58,364.73,656.2674999999999
20190712:0910,549.32,526.12,460.6,515.54
20190712:1010,259.72,239.67,247.87,246.73250000000002
20190712:1110,555.05,533.27,525.34,536.7325
20190712:1210,347.96,322.26,333.06,331.385
20190712:1310,259.72,239.67,247.87,246.73250000000002
20190712:1410,363.26,339.79,372.74,353.895
20190712:1510,145.29,134.07,138.66,138.02249999999998
20190712:1610,159.73,146.05,162.15,153.495
20190712:1710,115.14,77.44,376.5,161.63
20190712:1810,24.77,21.51,120.6,47.097500000000004
20190712:1910,0.0,0.0,0.0,0.0
20190712:2010,0.0,0.0,0.0,0.0
20190712:2110,0.0,0.0,0.0,0.0
20190712:2210,0.0,0.0,0.0,0.0
20190712:2310,0.0,0.0,0.0,0.0
20190713:0010,0.0,0.0,0.0,0.0
20190713:0110,0.0,0.0,0.0,0.0
20190713:0210,0.0,0.0,0.0,0.0
20190713:0310,0.0,0.0,0.0,0.0
20190713:0410,35.76,17.21,18.22,22.1
20190713:0510,224.88,126.81,82.92,140.35500000000002
20190713:0610,402.85,309.54,140.33,290.56500000000005
20190713:0710,618.06,538.84,189.96,471.425
20190713:0810,729.02,693.41,370.62,621.615
20190713:0910,716.41,708.12,517.55,662.55
20190713:1010,644.1,633.13,562.23,618.1475
20190713:1110,754.29,768.84,702.2,748.5425
20190713:1210,629.42,623.88,636.01,628.2974999999999
20190713:1310,377.84,352.29,368.78,362.79999999999995
20190713:1410,167.18,154.27,159.55,158.8175
20190713:1510,62.69,57.85,59.83,59.555
20190713:1610,105.48,97.34,100.67,100.20750000000001
20190713:1710,114.26,91.21,217.04,128.43
20190713:1810,25.76,22.37,100.8,42.825
20190713:1910,0.0,0.0,0.0,0.0
20190713:2010,0.0,0.0,0.0,0.0
20190713:2110,0.0,0.0,0.0,0.0
20190713:2210,0.0,0.0,0.0,0.0
20190713:2310,0.0,0.0,0.0,0.0
20190714:0010,0.0,0.0,0.0,0.0
20190714:0110,0.0,0.0,0.0,0.0
20190714:0210,0.0,0.0,0.0,0.0
20190714:0310,0.0,0.0,0.0,0.0
20190714:0410,55.62,17.21,18.22,27.065
20190714:0510,280.38,134.53,63.79,153.3075
20190714:0610,488.86,355.52,90.21,322.52750000000003
20190714:0710,676.96,584.22,167.59,503.24750000000006
20190714:0810,829.04,784.17,360.75,689.5325
20190714:0910,935.12,934.07,558.1,840.34
20190714:1010,996.34,1027.94,742.29,948.6275
20190714:1110,982.95,1031.78,884.22,982.6825
20190714:1210,859.56,903.05,912.57,894.5575
20190714:1310,803.16,833.5,1012.27,870.6075
20190714:1410,636.23,634.54,952.49,714.45
20190714:1510,412.26,381.86,644.65,455.15749999999997
20190714:1610,271.45,199.82,620.72,322.9525
20190714:1710,86.67,74.0,94.23,82.225
20190714:1810,19.81,17.21,34.05,22.07
20190714:1910,0.0,0.0,0.0,0.0
20190714:2010,0.0,0.0,0.0,0.0
20190714:2110,0.0,0.0,0.0,0.0
20190714:2210,0.0,0.0,0.0,0.0
20190714:2310,0.0,0.0,0.0,0.0
20190715:0010,0.0,0.0,0.0,0.0
20190715:0110,0.0,0.0,0.0,0.0
20190715:0210,0.0,0.0,0.0,0.0
20190715:0310,0.0,0.0,0.0,0.0
20190715:0410,10.95,9.47,10.02,9.9775
20190715:0510,23.88,22.04,21.87,22.4575
20190715:0610,32.84,30.3,30.07,30.8775
20190715:0710,71.65,66.12,68.38,68.0675
20190715:0810,234.02,216.02,222.58,222.16000000000003
20190715:0910,127.37,117.54,121.56,121.0025
20190715:1010,102.5,94.58,97.82,97.37
20190715:1110,94.54,87.24,90.22,89.81
20190715:1210,158.22,146.01,151.0,150.31
20190715:1310,137.33,126.72,131.06,130.45749999999998
20190715:1410,318.47,295.91,315.0,306.3225
20190715:1510,84.58,78.05,80.72,80.35
20190715:1610,149.02,136.88,147.07,142.4625
20190715:1710,104.61,86.91,150.99,107.355
20190715:1810,23.78,20.65,108.9,43.495000000000005
20190715:1910,0.0,0.0,0.0,0.0
20190715:2010,0.0,0.0,0.0,0.0
20190715:2110,0.0,0.0,0.0,0.0
20190715:2210,0.0,0.0,0.0,0.0
20190715:2310,0.0,0.0,0.0,0.0
20190716:0010,0.0,0.0,0.0,0.0
20190716:0110,0.0,0.0,0.0,0.0
20190716:0210,0.0,0.0,0.0,0.0
20190716:0310,0.0,0.0,0.0,0.0
20190716:0410,28.13,15.49,16.4,18.8775
20190716:0510,83.86,74.28,71.99,76.10249999999999
20190716:0610,228.67,200.15,168.58,199.3875
20190716:0710,329.35,301.08,259.22,297.6825
20190716:0810,690.34,660.07,381.04,597.8800000000001
20190716:0910,879.9,883.22,549.33,798.9175
20190716:1010,945.79,979.49,719.34,906.0275
20190716:1110,956.82,1007.77,864.74,959.275
20190716:1210,885.5,935.01,942.11,924.4075
20190716:1310,768.07,799.93,956.03,830.99
20190716:1410,612.0,613.58,891.98,682.7850000000001
20190716:1510,453.13,416.09,822.29,526.9
20190716:1610,277.01,195.2,695.42,340.7075
20190716:1710,109.42,63.68,464.41,175.2975
20190716:1810,22.79,19.79,20.96,20.8325
20190716:1910,0.0,0.0,0.0,0.0
20190716:2010,0.0,0.0,0.0,0.0
20190716:2110,0.0,0.0,0.0,0.0
20190716:2210,0.0,0.0,0.0,0.0
20190716:2310,0.0,0.0,0.0,0.0
20190717:0010,0.0,0.0,0.0,0.0
20190717:0110,0.0,0.0,0.0,0.0
20190717:0210,0.0,0.0,0.0,0.0
20190717:0310,0.0,0.0,0.0,0.0
20190717:0410,35.44,15.49,16.4,20.705
20190717:0510,282.66,134.51,61.96,153.41
20190717:0610,494.88,361.74,91.12,327.37
20190717:0710,689.91,598.08,162.47,512.135
20190717:0810,844.07,802.26,361.02,702.4025
20190717:0910,924.63,929.25,559.33,835.615
20190717:1010,987.01,1024.08,740.27,943.8599999999999
20190717:1110,1006.81,1062.21,903.61,1008.71
20190717:1210,911.99,965.41,971.36,953.5425
20190717:1310,798.66,834.34,1002.88,867.5550000000001
20190717:1410,616.55,619.67,898.23,688.53
20190717:1510,458.55,422.2,836.96,534.9775
20190717:1610,279.37,197.87,704.1,344.8025
20190717:1710,115.61,83.47,355.72,159.5675
20190717:1810,21.79,18.93,20.05,19.925
20190717:1910,0.0,0.0,0.0,0.0
20190717:2010,0.0,0.0,0.0,0.0
20190717:2110,0.0,0.0,0.0,0.0
20190717:2210,0.0,0.0,0.0,0.0
20190717:2310,0.0,0.0,0.0,0.0
20190718:0010,0.0,0.0,0.0,0.0
20190718:0110,0.0,0.0,0.0,0.0
20190718:0210,0.0,0.0,0.0,0.0
20190718:0310,0.0,0.0,0.0,0.0
20190718:0410,21.11,12.05,12.76,14.4925
20190718:0510,242.17,126.98,72.9,142.2575
20190718:0610,461.99,342.93,102.97,312.70500000000004
20190718:0710,650.64,568.22,168.4,488.87
20190718:0810,786.77,751.99,358.92,662.4175
20190718:0910,884.6,890.78,544.29,802.6125
20190718:1010,828.39,851.99,663.78,799.0375
20190718:1110,763.4,783.22,709.91,759.9375
20190718:1210,655.5,657.39,666.31,659.1475
20190718:1310,514.99,498.52,539.89,512.98
20190718:1410,535.32,530.45,700.86,574.27
20190718:1510,145.29,134.07,138.66,138.02249999999998
20190718:1610,67.67,62.44,64.58,64.2825
20190718:1710,16.92,14.63,16.14,15.580000000000002
20190718:1810,2.97,2.58,2.73,2.715
20190718:1910,0.0,0.0,0.0,0.0
20190718:2010,0.0,0.0,0.0,0.0
20190718:2110,0.0,0.0,0.0,0.0
20190718:2210,0.0,0.0,0.0,0.0
20190718:2310,0.0,0.0,0.0,0.0
20190719:0010,0.0,0.0,0.0,0.0
20190719:0110,0.0,0.0,0.0,0.0
20190719:0210,0.0,0.0,0.0,0.0
20190719:0310,0.0,0.0,0.0,0.0
20190719:0410,11.89,10.33,10.93,10.870000000000001
20190719:0510,216.18,121.65,78.37,134.4625
20190719:0610,306.85,253.25,165.84,244.7975
20190719:0710,601.71,531.35,186.28,462.6725
20190719:0810,769.27,736.96,354.71,649.475
20190719:0910,867.04,874.55,536.43,788.1424999999999
20190719:1010,602.14,587.9,533.68,577.905
20190719:1110,512.37,488.26,485.8,493.6725
20190719:1210,224.9,207.53,214.63,213.64749999999998
20190719:1310,213.95,197.43,204.19,203.25
20190719:1410,116.43,107.44,111.12,110.6075
20190719:1510,66.67,61.53,63.63,63.34
20190719:1610,53.74,49.59,51.28,51.050000000000004
20190719:1710,94.61,80.03,117.82,93.1225
20190719:1810,20.8,18.07,19.14,19.02
20190719:1910,0.0,0.0,0.0,0.0
20190719:2010,0.0,0.0,0.0,0.0
20190719:2110,0.0,0.0,0.0,0.0
20190719:2210,0.0,0.0,0.0,0.0
20190719:2310,0.0,0.0,0.0,0.0
20190720:0010,0.0,0.0,0.0,0.0
20190720:0110,0.0,0.0,0.0,0.0
20190720:0210,0.0,0.0,0.0,0.0
20190720:0310,0.0,0.0,0.0,0.0
20190720:0410,11.89,10.33,10.93,10.870000000000001
20190720:0510,235.67,124.57,71.99,139.2
20190720:0610,456.38,340.63,102.97,310.15250000000003
20190720:0710,657.16,574.86,158.5,491.345
20190720:0810,815.1,779.79,348.83,680.8775
20190720:0910,900.59,909.9,542.54,815.7325000000001
20190720:1010,952.05,993.07,715.92,913.5274999999999
20190720:1110,764.42,787.15,710.29,762.2525
20190720:1210,742.25,769.75,773.11,763.715
20190720:1310,733.89,768.5,904.58,793.8675000000001
20190720:1410,489.98,479.12,597.48,511.425
20190720:1510,382.03,358.22,549.54,412.0025
20190720:1610,253.08,203.94,498.17,289.7825
20190720:1710,66.67,57.65,63.63,61.400000000000006
20190720:1810,16.84,14.63,15.49,15.3975
20190720:1910,0.0,0.0,0.0,0.0
20190720:2010,0.0,0.0,0.0,0.0
20190720:2110,0.0,0.0,0.0,0.0
20190720:2210,0.0,0.0,0.0,0.0
20190720:2310,0.0,0.0,0.0,0.0
20190721:0010,0.0,0.0,0.0,0.0
20190721:0110,0.0,0.0,0.0,0.0
20190721:0210,0.0,0.0,0.0,0.0
20190721:0310,0.0,0.0,0.0,0.0
20190721:0410,8.92,7.74,8.2,8.149999999999999
20190721:0510,223.93,122.35,74.72,135.83749999999998
20190721:0610,440.39,332.57,112.08,304.40250000000003
20190721:0710,633.51,558.11,167.29,479.255
20190721:0810,783.76,753.3,351.67,660.5074999999999
20190721:0910,898.65,909.73,540.64,814.6875
20190721:1010,934.15,975.96,707.25,898.33
20190721:1110,753.56,774.81,700.95,751.0325
20190721:1210,817.0,865.03,864.34,852.85
20190721:1310,725.82,760.7,891.46,784.6700000000001
20190721:1410,605.81,615.19,893.6,682.4475
20190721:1510,425.95,399.86,736.57,490.56
20190721:1610,263.16,196.21,637.21,323.19750000000005
20190721:1710,102.8,66.26,421.77,164.27249999999998
20190721:1810,18.82,16.35,17.31,17.2075
20190721:1910,0.0,0.0,0.0,0.0
20190721:2010,0.0,0.0,0.0,0.0
20190721:2110,0.0,0.0,0.0,0.0
20190721:2210,0.0,0.0,0.0,0.0
20190721:2310,0.0,0.0,0.0,0.0
20190722:0010,0.0,0.0,0.0,0.0
20190722:0110,0.0,0.0,0.0,0.0
20190722:0210,0.0,0.0,0.0,0.0
20190722:0310,0.0,0.0,0.0,0.0
20190722:0410,9.91,8.6,9.11,9.055
20190722:0510,234.59,122.56,68.34,137.0125
20190722:0610,451.56,338.4,100.23,307.1475
20190722:0710,645.17,567.77,156.76,484.36749999999995
20190722:0810,801.58,770.61,344.16,671.74
20190722:0910,902.77,915.54,538.03,817.97
20190722:1010,954.64,999.72,713.94,917.005
20190722:1110,917.72,976.44,831.22,925.455
20190722:1210,854.73,912.23,909.28,897.1175000000001
20190722:1310,744.67,785.12,926.86,810.4425
20190722:1410,531.73,531.51,703.34,574.5225
20190722:1510,208.87,192.88,203.56,199.5475
20190722:1610,211.55,186.85,282.01,216.815
20190722:1710,75.11,64.54,77.72,70.47749999999999
20190722:1810,12.88,11.19,11.85,11.7775
20190722:1910,0.0,0.0,0.0,0.0
20190722:2010,0.0,0.0,0.0,0.0
20190722:2110,0.0,0.0,0.0,0.0
20190722:2210,0.0,0.0,0.0,0.0
20190722:2310,0.0,0.0,0.0,0.0
20190723:0010,0.0,0.0,0.0,0.0
20190723:0110,0.0,0.0,0.0,0.0
20190723:0210,0.0,0.0,0.0,0.0
20190723:0310,0.0,0.0,0.0,0.0
20190723:0410,8.92,7.74,8.2,8.149999999999999
20190723:0510,140.35,99.94,82.92,105.7875
20190723:0610,442.55,334.09,104.79,303.88
20190723:0710,634.54,560.84,159.13,478.8375
20190723:0810,791.74,763.51,344.6,665.84
20190723:0910,886.78,901.49,535.03,806.1975
20190723:1010,943.12,989.61,708.12,907.615
20190723:1110,952.89,1017.48,857.23,961.27
20190723:1210,876.84,939.52,934.71,922.6475
20190723:1310,772.83,818.8,974.91,846.335
20190723:1410,612.82,626.27,919.84,696.3
20190723:1510,440.81,413.75,822.89,522.8
20190723:1610,261.59,192.47,668.12,328.6625
20190723:1710,98.82,63.68,425.94,163.03
20190723:1810,17.83,15.49,16.4,16.3025
20190723:1910,0.0,0.0,0.0,0.0
20190723:2010,0.0,0.0,0.0,0.0
20190723:2110,0.0,0.0,0.0,0.0
20190723:2210,0.0,0.0,0.0,0.0
20190723:2310,0.0,0.0,0.0,0.0
20190724:0010,0.0,0.0,0.0,0.0
20190724:0110,0.0,0.0,0.0,0.0
20190724:0210,0.0,0.0,0.0,0.0
20190724:0310,0.0,0.0,0.0,0.0
20190724:0410,7.93,6.88,7.29,7.244999999999999
20190724:0510,246.85,123.28,61.05,138.615
20190724:0610,456.98,342.03,91.12,308.03999999999996
20190724:0710,645.65,570.63,150.73,484.40999999999997
20190724:0810,809.04,780.75,339.26,677.45
20190724:0910,905.77,922.44,535.66,821.5775
20190724:1010,958.14,1007.67,713.89,921.8425
20190724:1110,971.43,1039.67,870.81,980.395
20190724:1210,892.67,959.37,952.72,941.0325
20190724:1310,774.85,823.22,979.56,850.2125
20190724:1410,618.91,634.5,938.26,706.5425
20190724:1510,445.65,418.78,849.26,533.1175
20190724:1610,262.57,189.61,702.82,336.15250000000003
20190724:1710,94.42,56.79,454.8,165.70000000000002
20190724:1810,16.84,14.63,15.49,15.3975
20190724:1910,0.0,0.0,0.0,0.0
20190724:2010,0.0,0.0,0.0,0.0
20190724:2110,0.0,0.0,0.0,0.0
20190724:2210,0.0,0.0,0.0,0.0
20190724:2310,0.0,0.0,0.0,0.0
20190725:0010,0.0,0.0,0.0,0.0
20190725:0110,0.0,0.0,0.0,0.0
20190725:0210,0.0,0.0,0.0,0.0
20190725:0310,0.0,0.0,0.0,0.0
20190725:0410,0.0,0.0,0.0,0.0
20190725:0510,250.41,124.29,60.14,139.7825
20190725:0610,465.54,348.42,88.39,312.6925
20190725:0710,656.93,581.4,146.61,491.585
20190725:0810,807.43,781.68,341.6,678.0975
20190725:0910,914.77,933.75,539.15,830.355
20190725:1010,961.28,1013.28,716.73,926.1424999999999
20190725:1110,954.97,1024.28,859.5,965.7574999999999
20190725:1210,887.65,956.0,947.33,936.745
20190725:1310,781.72,832.89,989.7,859.3
20190725:1410,621.55,639.34,942.5,710.6825
20190725:1510,447.14,422.15,852.94,536.095
20190725:1610,253.17,199.31,575.11,306.725
20190725:1710,103.71,81.75,277.16,136.0925
20190725:1810,15.85,13.77,14.58,14.4925
20190725:1910,0.0,0.0,0.0,0.0
20190725:2010,0.0,0.0,0.0,0.0
20190725:2110,0.0,0.0,0.0,0.0
20190725:2210,0.0,0.0,0.0,0.0
20190725:2310,0.0,0.0,0.0,0.0
20190726:0010,0.0,0.0,0.0,0.0
20190726:0110,0.0,0.0,0.0,0.0
20190726:0210,0.0,0.0,0.0,0.0
20190726:0310,0.0,0.0,0.0,0.0
20190726:0410,0.0,0.0,0.0,0.0
20190726:0510,221.68,118.1,66.52,131.1
20190726:0610,431.69,328.61,101.15,297.515
20190726:0710,612.32,546.71,157.99,465.9325
20190726:0810,771.52,749.7,337.06,651.995
20190726:0910,876.92,897.33,525.32,799.225
20190726:1010,923.63,975.21,694.7,892.1875
20190726:1110,864.77,923.47,788.88,875.1475
20190726:1210,490.76,469.61,480.23,477.5525
20190726:1310,310.9,287.94,298.73,296.3775
20190726:1410,353.46,332.19,362.9,345.18499999999995
20190726:1510,225.61,208.63,224.08,216.7375
20190726:1610,113.44,104.68,108.27,107.7675
20190726:1710,100.02,80.03,248.61,127.1725
20190726:1810,12.88,11.19,11.85,11.7775
20190726:1910,0.0,0.0,0.0,0.0
20190726:2010,0.0,0.0,0.0,0.0
20190726:2110,0.0,0.0,0.0,0.0
20190726:2210,0.0,0.0,0.0,0.0
20190726:2310,0.0,0.0,0.0,0.0
20190727:0010,0.0,0.0,0.0,0.0
20190727:0110,0.0,0.0,0.0,0.0
20190727:0210,0.0,0.0,0.0,0.0
20190727:0310,0.0,0.0,0.0,0.0
20190727:0410,0.0,0.0,0.0,0.0
20190727:0510,233.32,119.96,61.96,133.79999999999998
20190727:0610,440.91,335.13,96.59,301.94
20190727:0710,627.41,560.27,149.09,474.26
20190727:0810,668.29,651.23,356.88,581.9075
20190727:0910,875.77,898.31,525.65,799.51
20190727:1010,765.36,791.02,624.85,743.0625
20190727:1110,695.14,709.65,649.7,691.0350000000001
20190727:1210,161.21,148.76,153.85,153.14499999999998
20190727:1310,574.26,577.84,637.18,591.78
20190727:1410,597.79,618.37,896.64,682.7925
20190727:1510,341.34,322.12,445.4,357.745
20190727:1610,238.87,197.89,474.41,277.265
20190727:1710,97.5,74.86,315.83,140.7625
20190727:1810,12.88,11.19,11.85,11.7775
20190727:1910,0.0,0.0,0.0,0.0
20190727:2010,0.0,0.0,0.0,0.0
20190727:2110,0.0,0.0,0.0,0.0
20190727:2210,0.0,0.0,0.0,0.0
20190727:2310,0.0,0.0,0.0,0.0
20190728:0010,0.0,0.0,0.0,0.0
20190728:0110,0.0,0.0,0.0,0.0
20190728:0210,0.0,0.0,0.0,0.0
20190728:0310,0.0,0.0,0.0,0.0
20190728:0410,0.0,0.0,0.0,0.0
20190728:0510,74.23,65.32,62.87,66.935
20190728:0610,209.33,184.55,154.0,183.10750000000002
20190728:0710,78.61,72.54,75.03,74.68
20190728:0810,78.61,72.54,75.03,74.68
20190728:0910,91.55,84.48,87.37,86.97
20190728:1010,141.31,130.4,134.86,134.2425
20190728:1110,83.59,77.14,79.77,79.41
20190728:1210,92.55,85.4,88.32,87.9175
20190728:1310,74.63,68.87,71.23,70.9
20190728:1410,103.49,95.5,98.77,98.315
20190728:1510,54.73,50.51,52.23,51.995
20190728:1610,124.95,115.15,120.95,119.05000000000001
20190728:1710,26.87,23.23,25.64,24.7425
20190728:1810,7.93,6.88,7.29,7.244999999999999
20190728:1910,0.0,0.0,0.0,0.0
20190728:2010,0.0,0.0,0.0,0.0
