time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20190728:2110,0.0,0.0,0.0,0.0
20190728:2210,0.0,0.0,0.0,0.0
20190728:2310,0.0,0.0,0.0,0.0
20190729:0010,0.0,0.0,0.0,0.0
20190729:0110,0.0,0.0,0.0,0.0
20190729:0210,0.0,0.0,0.0,0.0
20190729:0310,0.0,0.0,0.0,0.0
20190729:0410,0.0,0.0,0.0,0.0
20190729:0510,218.27,115.87,62.87,128.22
20190729:0610,432.29,331.49,97.5,298.1925
20190729:0710,614.71,553.14,150.0,467.7475
20190729:0810,756.15,740.97,335.24,643.3325
20190729:0910,861.36,887.67,520.66,789.3399999999999
20190729:1010,955.87,1017.22,707.2,924.3775
20190729:1110,924.44,1000.41,834.05,939.8275
20190729:1210,840.82,912.1,896.95,890.4925000000001
20190729:1310,487.86,473.71,507.88,485.78999999999996
20190729:1410,437.03,425.03,503.12,447.5525
20190729:1510,354.77,337.75,494.78,381.2625
20190729:1610,193.94,174.19,244.44,196.69
20190729:1710,90.85,67.98,351.83,144.66
20190729:1810,10.9,9.47,10.02,9.965
20190729:1910,0.0,0.0,0.0,0.0
20190729:2010,0.0,0.0,0.0,0.0
20190729:2110,0.0,0.0,0.0,0.0
20190729:2210,0.0,0.0,0.0,0.0
20190729:2310,0.0,0.0,0.0,0.0
20190730:0010,0.0,0.0,0.0,0.0
20190730:0110,0.0,0.0,0.0,0.0
20190730:0210,0.0,0.0,0.0,0.0
20190730:0310,0.0,0.0,0.0,0.0
20190730:0410,0.0,0.0,0.0,0.0
20190730:0510,216.33,115.06,61.96,127.1025
20190730:0610,437.32,335.33,92.94,300.23
20190730:0710,634.91,570.83,135.98,478.13750000000005
20190730:0810,780.02,765.61,328.74,659.995
20190730:0910,897.79,927.76,523.95,819.315
20190730:1010,955.98,1019.96,706.83,925.6825
20190730:1110,929.3,1008.54,837.66,946.01
20190730:1210,823.85,893.72,877.68,872.2425000000001
20190730:1310,713.21,765.04,885.44,782.1825
20190730:1410,585.39,610.91,873.77,670.2449999999999
20190730:1510,390.09,376.85,640.35,446.035
20190730:1610,247.04,187.95,668.77,322.9275
20190730:1710,85.01,60.23,397.09,150.64
20190730:1810,8.92,7.74,8.2,8.149999999999999
20190730:1910,0.0,0.0,0.0,0.0
20190730:2010,0.0,0.0,0.0,0.0
20190730:2110,0.0,0.0,0.0,0.0
20190730:2210,0.0,0.0,0.0,0.0
20190730:2310,0.0,0.0,0.0,0.0
20190731:0010,0.0,0.0,0.0,0.0
20190731:0110,0.0,0.0,0.0,0.0
20190731:0210,0.0,0.0,0.0,0.0
20190731:0310,0.0,0.0,0.0,0.0
20190731:0410,0.0,0.0,0.0,0.0
20190731:0510,229.63,118.27,58.32,131.1225
20190731:0610,430.27,332.99,100.23,299.12
20190731:0710,626.81,566.9,143.3,475.97749999999996
20190731:0810,780.59,768.74,332.25,662.58
20190731:0910,898.55,931.2,527.1,822.0125
20190731:1010,961.2,1028.26,710.99,932.1775
20190731:1110,940.16,1023.22,847.2,958.45
20190731:1210,872.07,953.72,933.41,928.23
20190731:1310,770.33,835.53,981.56,855.7375
20190731:1410,611.87,642.82,940.18,709.4225
20190731:1510,431.58,418.99,834.45,526.0025
20190731:1610,246.52,189.55,666.83,323.1125
20190731:1710,82.29,57.65,417.22,153.70250000000001
20190731:1810,0.0,0.0,0.0,0.0
20190731:1910,0.0,0.0,0.0,0.0
20190731:2010,0.0,0.0,0.0,0.0
20190731:2110,0.0,0.0,0.0,0.0
20190731:2210,0.0,0.0,0.0,0.0
20190731:2310,0.0,0.0,0.0,0.0
20190801:0010,0.0,0.0,0.0,0.0
20190801:0110,0.0,0.0,0.0,0.0
20190801:0210,0.0,0.0,0.0,0.0
20190801:0310,0.0,0.0,0.0,0.0
20190801:0410,0.0,0.0,0.0,0.0
20190801:0510,233.52,119.64,57.41,132.5525
20190801:0610,454.95,349.48,87.48,310.34749999999997
20190801:0710,650.96,589.06,133.64,490.67999999999995
20190801:0810,800.33,790.22,332.95,678.4300000000001
20190801:0910,914.27,950.16,532.96,836.8875
20190801:1010,978.99,1050.26,722.27,950.4449999999999
20190801:1110,966.67,1055.65,868.9,986.7175
20190801:1210,896.65,984.43,961.16,956.6675
20190801:1310,786.25,856.01,1005.72,875.9975
20190801:1410,621.0,655.12,958.87,722.5274999999999
20190801:1510,432.81,422.62,831.95,527.5
20190801:1610,247.82,191.03,682.35,328.0575
20190801:1710,81.92,59.37,414.61,153.8175
20190801:1810,0.0,0.0,0.0,0.0
20190801:1910,0.0,0.0,0.0,0.0
20190801:2010,0.0,0.0,0.0,0.0
20190801:2110,0.0,0.0,0.0,0.0
20190801:2210,0.0,0.0,0.0,0.0
20190801:2310,0.0,0.0,0.0,0.0
20190802:0010,0.0,0.0,0.0,0.0
20190802:0110,0.0,0.0,0.0,0.0
20190802:0210,0.0,0.0,0.0,0.0
20190802:0310,0.0,0.0,0.0,0.0
20190802:0410,0.0,0.0,0.0,0.0
20190802:0510,168.15,102.41,68.34,110.3275
20190802:0610,115.89,106.67,104.79,108.505
20190802:0710,171.44,158.2,162.4,162.56
20190802:0810,301.23,279.92,275.66,284.1825
20190802:0910,829.16,862.36,508.9,765.6949999999999
20190802:1010,928.98,998.7,690.67,904.2625
20190802:1110,859.64,933.88,783.64,877.76
20190802:1210,391.02,365.73,376.41,374.7225
20190802:1310,715.74,776.74,898.35,791.8925
20190802:1410,550.7,576.09,796.34,624.8050000000001
20190802:1510,60.7,56.02,57.93,57.667500000000004
20190802:1610,54.73,50.51,52.23,51.995
20190802:1710,64.94,55.93,68.9,61.425
20190802:1810,0.0,0.0,0.0,0.0
20190802:1910,0.0,0.0,0.0,0.0
20190802:2010,0.0,0.0,0.0,0.0
20190802:2110,0.0,0.0,0.0,0.0
20190802:2210,0.0,0.0,0.0,0.0
20190802:2310,0.0,0.0,0.0,0.0
20190803:0010,0.0,0.0,0.0,0.0
20190803:0110,0.0,0.0,0.0,0.0
20190803:0210,0.0,0.0,0.0,0.0
20190803:0310,0.0,0.0,0.0,0.0
20190803:0410,0.0,0.0,0.0,0.0
20190803:0510,215.69,115.06,59.23,126.26
20190803:0610,433.12,337.94,94.77,300.9425
20190803:0710,633.96,578.36,131.69,480.59250000000003
20190803:0810,786.07,780.92,325.93,668.46
20190803:0910,900.54,941.16,524.39,826.8125
20190803:1010,959.36,1034.75,709.3,934.54
20190803:1110,938.12,1029.27,846.19,960.7125
20190803:1210,883.14,975.15,947.98,945.355
20190803:1310,740.86,808.7,937.08,823.835
20190803:1410,609.38,647.81,943.72,712.18
20190803:1510,411.72,406.01,762.35,496.52250000000004
20190803:1610,220.7,192.01,396.23,250.2375
20190803:1710,75.54,55.93,410.26,149.415
20190803:1810,0.0,0.0,0.0,0.0
20190803:1910,0.0,0.0,0.0,0.0
20190803:2010,0.0,0.0,0.0,0.0
20190803:2110,0.0,0.0,0.0,0.0
20190803:2210,0.0,0.0,0.0,0.0
20190803:2310,0.0,0.0,0.0,0.0
20190804:0010,0.0,0.0,0.0,0.0
20190804:0110,0.0,0.0,0.0,0.0
20190804:0210,0.0,0.0,0.0,0.0
20190804:0310,0.0,0.0,0.0,0.0
20190804:0410,0.0,0.0,0.0,0.0
20190804:0510,222.5,115.79,54.67,127.1875
20190804:0610,435.41,340.2,90.21,301.505
20190804:0710,625.07,572.78,132.21,475.71000000000004
20190804:0810,786.94,784.13,322.59,669.4475
20190804:0910,885.91,928.45,520.27,815.77
20190804:1010,955.29,1033.26,706.23,932.01
20190804:1110,928.24,1020.88,838.31,952.0775
20190804:1210,842.84,929.55,902.85,901.1975
20190804:1310,730.04,798.17,920.93,811.8274999999999
20190804:1410,556.02,585.21,804.55,632.7475
20190804:1510,392.94,387.71,681.6,462.49
20190804:1610,232.13,192.03,560.51,294.175
20190804:1710,84.11,70.56,265.58,122.7025
20190804:1810,0.0,0.0,0.0,0.0
20190804:1910,0.0,0.0,0.0,0.0
20190804:2010,0.0,0.0,0.0,0.0
20190804:2110,0.0,0.0,0.0,0.0
20190804:2210,0.0,0.0,0.0,0.0
20190804:2310,0.0,0.0,0.0,0.0
20190805:0010,0.0,0.0,0.0,0.0
20190805:0110,0.0,0.0,0.0,0.0
20190805:0210,0.0,0.0,0.0,0.0
20190805:0310,0.0,0.0,0.0,0.0
20190805:0410,0.0,0.0,0.0,0.0
20190805:0510,200.68,110.51,59.23,120.23250000000002
20190805:0610,405.81,322.45,103.88,288.6475
20190805:0710,596.51,550.03,139.82,459.09749999999997
20190805:0810,760.17,760.2,321.02,650.3975
20190805:0910,872.97,917.44,513.2,805.2625
20190805:1010,925.93,1003.57,689.77,905.71
20190805:1110,915.32,1009.28,827.14,940.255
20190805:1210,857.92,952.04,921.75,920.9375
20190805:1310,730.1,802.19,926.42,815.225
20190805:1410,592.54,634.63,917.74,694.885
20190805:1510,414.05,412.36,810.24,512.2525
20190805:1610,230.94,184.52,643.87,310.9625
20190805:1710,71.33,55.93,383.66,141.7125
20190805:1810,0.0,0.0,0.0,0.0
20190805:1910,0.0,0.0,0.0,0.0
20190805:2010,0.0,0.0,0.0,0.0
20190805:2110,0.0,0.0,0.0,0.0
20190805:2210,0.0,0.0,0.0,0.0
20190805:2310,0.0,0.0,0.0,0.0
20190806:0010,0.0,0.0,0.0,0.0
20190806:0110,0.0,0.0,0.0,0.0
20190806:0210,0.0,0.0,0.0,0.0
20190806:0310,0.0,0.0,0.0,0.0
20190806:0410,0.0,0.0,0.0,0.0
20190806:0510,196.78,109.08,58.32,118.315
20190806:0610,417.0,330.47,94.77,293.1775
20190806:0710,608.01,561.79,130.32,465.47749999999996
20190806:0810,778.85,781.09,315.59,664.155
20190806:0910,882.61,930.61,513.16,814.2475
20190806:1010,940.93,1023.55,695.7,920.9325
20190806:1110,929.9,1029.54,838.3,956.8199999999999
20190806:1210,870.07,969.78,936.43,936.515
20190806:1310,753.06,833.49,967.81,846.9625
20190806:1410,591.25,635.89,917.87,695.2249999999999
20190806:1510,411.81,412.33,809.26,511.4325
20190806:1610,228.69,184.13,642.93,309.96999999999997
20190806:1710,72.14,59.37,353.65,136.1325
20190806:1810,0.0,0.0,0.0,0.0
20190806:1910,0.0,0.0,0.0,0.0
20190806:2010,0.0,0.0,0.0,0.0
20190806:2110,0.0,0.0,0.0,0.0
20190806:2210,0.0,0.0,0.0,0.0
20190806:2310,0.0,0.0,0.0,0.0
20190807:0010,0.0,0.0,0.0,0.0
20190807:0110,0.0,0.0,0.0,0.0
20190807:0210,0.0,0.0,0.0,0.0
20190807:0310,0.0,0.0,0.0,0.0
20190807:0410,0.0,0.0,0.0,0.0
20190807:0510,183.58,105.99,61.05,114.1525
20190807:0610,408.8,326.85,100.23,290.6825
20190807:0710,599.15,556.5,135.4,461.8875
20190807:0810,758.22,763.3,319.66,651.12
20190807:0910,872.05,921.99,512.8,807.2075
20190807:1010,924.93,1008.2,689.69,907.755
20190807:1110,914.28,1013.76,827.33,942.2825
20190807:1210,860.27,960.87,926.11,927.03
20190807:1310,738.03,817.87,943.42,829.2974999999999
20190807:1410,584.98,631.03,903.53,687.6424999999999
20190807:1510,393.66,394.87,720.68,476.02
20190807:1610,221.37,188.31,519.0,279.2475
20190807:1710,64.99,52.49,399.09,142.265
20190807:1810,0.0,0.0,0.0,0.0
20190807:1910,0.0,0.0,0.0,0.0
20190807:2010,0.0,0.0,0.0,0.0
20190807:2110,0.0,0.0,0.0,0.0
20190807:2210,0.0,0.0,0.0,0.0
20190807:2310,0.0,0.0,0.0,0.0
20190808:0010,0.0,0.0,0.0,0.0
20190808:0110,0.0,0.0,0.0,0.0
20190808:0210,0.0,0.0,0.0,0.0
20190808:0310,0.0,0.0,0.0,0.0
20190808:0410,0.0,0.0,0.0,0.0
20190808:0510,208.35,110.58,50.12,119.9075
20190808:0610,156.29,141.84,129.39,142.33999999999997
20190808:0710,565.25,528.01,143.52,441.1975
20190808:0810,730.53,737.65,316.26,630.5225
20190808:0910,635.42,646.37,472.33,600.1225
20190808:1010,320.64,296.96,304.89,304.86249999999995
20190808:1110,655.27,674.96,614.45,654.9100000000001
20190808:1210,653.39,684.14,674.3,673.9925000000001
20190808:1310,645.24,697.29,782.66,705.62
20190808:1410,291.94,272.35,288.47,281.27750000000003
20190808:1510,406.68,411.65,822.84,513.2049999999999
20190808:1610,214.8,183.91,503.42,271.51
20190808:1710,58.78,50.77,63.8,56.03
20190808:1810,0.0,0.0,0.0,0.0
20190808:1910,0.0,0.0,0.0,0.0
20190808:2010,0.0,0.0,0.0,0.0
20190808:2110,0.0,0.0,0.0,0.0
20190808:2210,0.0,0.0,0.0,0.0
20190808:2310,0.0,0.0,0.0,0.0
20190809:0010,0.0,0.0,0.0,0.0
20190809:0110,0.0,0.0,0.0,0.0
20190809:0210,0.0,0.0,0.0,0.0
20190809:0310,0.0,0.0,0.0,0.0
20190809:0410,0.0,0.0,0.0,0.0
20190809:0510,177.45,103.67,59.23,111.005
20190809:0610,402.73,324.85,97.5,287.4825
20190809:0710,596.72,558.13,126.18,459.79
20190809:0810,732.89,742.55,317.25,633.81
20190809:0910,871.0,926.95,506.47,807.8425
20190809:1010,914.66,1002.85,682.19,900.6375
20190809:1110,903.24,1007.37,818.17,934.0374999999999
20190809:1210,827.39,926.81,890.5,892.8774999999999
20190809:1310,584.56,611.01,671.09,619.4175
20190809:1410,532.58,568.41,770.72,610.03
20190809:1510,391.4,397.3,741.74,481.93499999999995
20190809:1610,218.9,180.99,625.97,301.7125
20190809:1710,68.2,60.23,298.36,121.755
20190809:1810,0.0,0.0,0.0,0.0
20190809:1910,0.0,0.0,0.0,0.0
20190809:2010,0.0,0.0,0.0,0.0
20190809:2110,0.0,0.0,0.0,0.0
20190809:2210,0.0,0.0,0.0,0.0
20190809:2310,0.0,0.0,0.0,0.0
20190810:0010,0.0,0.0,0.0,0.0
20190810:0110,0.0,0.0,0.0,0.0
20190810:0210,0.0,0.0,0.0,0.0
20190810:0310,0.0,0.0,0.0,0.0
20190810:0410,0.0,0.0,0.0,0.0
20190810:0510,167.12,99.66,58.32,106.19
20190810:0610,396.27,321.51,97.5,284.1975
20190810:0710,578.6,544.1,132.48,449.82000000000005
20190810:0810,736.66,749.07,312.22,636.7550000000001
20190810:0910,849.34,906.01,501.27,790.6575
20190810:1010,911.75,1003.03,678.46,899.0675
20190810:1110,905.98,1014.52,819.63,938.6625
20190810:1210,842.69,950.14,909.75,913.1800000000001
20190810:1310,717.94,803.19,919.77,811.0225
20190810:1410,571.22,624.22,890.33,677.4975000000001
20190810:1510,393.91,403.06,778.56,494.64750000000004
20190810:1610,213.67,179.95,591.57,291.28499999999997
20190810:1710,63.28,56.79,317.38,123.55999999999999
20190810:1810,0.0,0.0,0.0,0.0
20190810:1910,0.0,0.0,0.0,0.0
20190810:2010,0.0,0.0,0.0,0.0
20190810:2110,0.0,0.0,0.0,0.0
20190810:2210,0.0,0.0,0.0,0.0
20190810:2310,0.0,0.0,0.0,0.0
20190811:0010,0.0,0.0,0.0,0.0
20190811:0110,0.0,0.0,0.0,0.0
20190811:0210,0.0,0.0,0.0,0.0
20190811:0310,0.0,0.0,0.0,0.0
20190811:0410,0.0,0.0,0.0,0.0
20190811:0510,185.15,105.08,53.76,112.2675
20190811:0610,407.38,330.3,89.3,289.32
20190811:0710,605.51,570.19,112.91,464.70000000000005
20190811:0810,763.58,779.4,303.63,656.5025
20190811:0910,878.93,941.99,503.14,816.5125
20190811:1010,906.47,999.96,676.03,895.605
20190811:1110,890.27,998.32,808.05,923.74
20190811:1210,810.63,911.98,873.15,876.935
20190811:1310,682.63,758.44,858.32,764.4575
20190811:1410,564.56,618.77,876.68,669.6949999999999
20190811:1510,393.04,404.65,784.82,496.79
20190811:1610,211.72,178.57,608.87,294.4325
20190811:1710,57.35,52.49,339.41,125.43500000000002
20190811:1810,0.0,0.0,0.0,0.0
20190811:1910,0.0,0.0,0.0,0.0
20190811:2010,0.0,0.0,0.0,0.0
20190811:2110,0.0,0.0,0.0,0.0
20190811:2210,0.0,0.0,0.0,0.0
20190811:2310,0.0,0.0,0.0,0.0
20190812:0010,0.0,0.0,0.0,0.0
20190812:0110,0.0,0.0,0.0,0.0
20190812:0210,0.0,0.0,0.0,0.0
20190812:0310,0.0,0.0,0.0,0.0
20190812:0410,0.0,0.0,0.0,0.0
20190812:0510,147.34,93.15,59.23,98.2175
20190812:0610,370.55,306.43,107.52,272.7325
20190812:0710,570.31,540.84,130.85,445.71000000000004
20190812:0810,732.87,750.52,308.08,635.4975
20190812:0910,855.96,919.67,498.83,798.5325
20190812:1010,893.75,988.01,669.94,884.9275
20190812:1110,888.2,999.15,806.58,923.27
20190812:1210,847.25,962.98,917.41,922.655
20190812:1310,722.69,816.5,934.15,822.46
20190812:1410,563.17,620.55,880.25,671.13
20190812:1510,385.62,398.82,761.52,486.19499999999994
20190812:1610,207.01,178.46,561.43,281.34
20190812:1710,59.88,55.93,284.11,113.9625
20190812:1810,0.0,0.0,0.0,0.0
20190812:1910,0.0,0.0,0.0,0.0
20190812:2010,0.0,0.0,0.0,0.0
20190812:2110,0.0,0.0,0.0,0.0
20190812:2210,0.0,0.0,0.0,0.0
20190812:2310,0.0,0.0,0.0,0.0
20190813:0010,0.0,0.0,0.0,0.0
20190813:0110,0.0,0.0,0.0,0.0
20190813:0210,0.0,0.0,0.0,0.0
20190813:0310,0.0,0.0,0.0,0.0
20190813:0410,0.0,0.0,0.0,0.0
20190813:0510,120.44,82.58,59.23,86.2075
20190813:0610,344.33,288.54,114.81,259.055
20190813:0710,544.58,518.86,136.73,429.75750000000005
20190813:0810,712.62,732.01,304.58,620.3050000000001
20190813:0910,833.85,898.29,489.39,779.9549999999999
20190813:1010,782.15,850.2,618.46,775.2525
20190813:1110,796.98,883.05,734.11,824.2975
20190813:1210,789.74,892.78,851.66,856.74
20190813:1310,701.18,793.43,903.81,797.9624999999999
20190813:1410,554.91,614.71,873.16,664.3725
20190813:1510,372.4,386.19,720.7,466.37
20190813:1610,199.43,175.74,490.97,260.47
20190813:1710,64.42,58.51,170.49,87.9825
20190813:1810,0.0,0.0,0.0,0.0
20190813:1910,0.0,0.0,0.0,0.0
20190813:2010,0.0,0.0,0.0,0.0
20190813:2110,0.0,0.0,0.0,0.0
20190813:2210,0.0,0.0,0.0,0.0
20190813:2310,0.0,0.0,0.0,0.0
20190814:0010,0.0,0.0,0.0,0.0
20190814:0110,0.0,0.0,0.0,0.0
20190814:0210,0.0,0.0,0.0,0.0
20190814:0310,0.0,0.0,0.0,0.0
20190814:0410,0.0,0.0,0.0,0.0
20190814:0510,204.44,110.93,44.65,117.73750000000001
20190814:0610,399.58,330.39,94.77,288.78249999999997
20190814:0710,591.95,565.62,117.4,460.14750000000004
20190814:0810,754.8,779.2,305.6,654.7
20190814:0910,880.19,953.12,504.47,822.725
20190814:1010,911.74,1015.65,679.94,905.745
20190814:1110,861.79,969.68,788.46,897.4024999999999
20190814:1210,79.61,73.46,75.98,75.6275
20190814:1310,657.7,728.97,813.97,732.4025
20190814:1410,561.15,623.0,876.31,670.865
20190814:1510,374.45,389.22,708.48,465.34250000000003
20190814:1610,204.69,177.06,610.82,292.4075
20190814:1710,48.35,49.05,343.27,122.43
20190814:1810,0.0,0.0,0.0,0.0
20190814:1910,0.0,0.0,0.0,0.0
20190814:2010,0.0,0.0,0.0,0.0
20190814:2110,0.0,0.0,0.0,0.0
20190814:2210,0.0,0.0,0.0,0.0
20190814:2310,0.0,0.0,0.0,0.0
20190815:0010,0.0,0.0,0.0,0.0
20190815:0110,0.0,0.0,0.0,0.0
20190815:0210,0.0,0.0,0.0,0.0
20190815:0310,0.0,0.0,0.0,0.0
20190815:0410,0.0,0.0,0.0,0.0
20190815:0510,124.0,83.78,57.41,87.2425
20190815:0610,385.74,321.8,98.41,281.9375
20190815:0710,577.1,554.15,120.92,451.58
20190815:0810,736.53,762.88,304.42,641.6775
20190815:0910,850.54,922.93,497.2,798.4
20190815:1010,887.39,989.71,667.42,883.5575
20190815:1110,882.05,1000.97,803.49,921.87
20190815:1210,845.64,971.39,919.09,926.8775
20190815:1310,712.92,813.48,923.2,815.77
20190815:1410,563.58,630.76,894.0,679.775
20190815:1510,378.96,398.99,758.67,483.9025
20190815:1610,198.07,176.92,499.29,262.8
20190815:1710,49.35,50.77,304.52,113.8525
20190815:1810,0.0,0.0,0.0,0.0
20190815:1910,0.0,0.0,0.0,0.0
20190815:2010,0.0,0.0,0.0,0.0
20190815:2110,0.0,0.0,0.0,0.0
20190815:2210,0.0,0.0,0.0,0.0
20190815:2310,0.0,0.0,0.0,0.0
20190816:0010,0.0,0.0,0.0,0.0
20190816:0110,0.0,0.0,0.0,0.0
20190816:0210,0.0,0.0,0.0,0.0
20190816:0310,0.0,0.0,0.0,0.0
20190816:0410,0.0,0.0,0.0,0.0
20190816:0510,171.32,100.5,49.21,105.3825
20190816:0610,400.0,333.28,86.57,288.28249999999997
20190816:0710,597.1,575.17,103.62,462.765
20190816:0810,755.98,786.69,296.05,656.3525
20190816:0910,855.84,932.63,494.94,804.01
20190816:1010,853.14,949.73,652.07,851.1675
20190816:1110,790.96,879.86,731.46,820.5350000000001
20190816:1210,482.08,469.67,474.68,474.025
20190816:1310,613.07,669.68,738.12,672.6375
20190816:1410,553.59,621.34,874.79,667.7650000000001
20190816:1510,237.76,223.39,254.35,234.7225
20190816:1610,196.0,172.88,594.14,283.975
20190816:1710,53.05,53.35,241.44,100.2975
20190816:1810,0.0,0.0,0.0,0.0
20190816:1910,0.0,0.0,0.0,0.0
20190816:2010,0.0,0.0,0.0,0.0
20190816:2110,0.0,0.0,0.0,0.0
20190816:2210,0.0,0.0,0.0,0.0
20190816:2310,0.0,0.0,0.0,0.0
20190817:0010,0.0,0.0,0.0,0.0
20190817:0110,0.0,0.0,0.0,0.0
20190817:0210,0.0,0.0,0.0,0.0
20190817:0310,0.0,0.0,0.0,0.0
20190817:0410,0.0,0.0,0.0,0.0
20190817:0510,146.7,92.19,52.85,95.98249999999999
20190817:0610,368.83,312.03,100.23,273.28
20190817:0710,590.08,571.12,101.71,458.50750000000005
20190817:0810,744.2,777.37,293.81,648.1875
20190817:0910,809.2,881.0,487.73,764.7325000000001
20190817:1010,870.64,976.37,657.13,870.1275
20190817:1110,518.15,509.02,491.07,506.815
20190817:1210,578.99,595.54,588.38,589.6125
20190817:1310,687.56,786.99,886.28,786.9549999999999
20190817:1410,514.39,567.81,766.5,604.1274999999999
20190817:1510,351.52,367.56,638.65,431.3225
20190817:1610,178.56,163.93,310.89,204.3275
20190817:1710,46.91,49.91,264.28,102.75249999999998
20190817:1810,0.0,0.0,0.0,0.0
20190817:1910,0.0,0.0,0.0,0.0
20190817:2010,0.0,0.0,0.0,0.0
20190817:2110,0.0,0.0,0.0,0.0
20190817:2210,0.0,0.0,0.0,0.0
20190817:2310,0.0,0.0,0.0,0.0
20190818:0010,0.0,0.0,0.0,0.0
20190818:0110,0.0,0.0,0.0,0.0
20190818:0210,0.0,0.0,0.0,0.0
20190818:0310,0.0,0.0,0.0,0.0
20190818:0410,0.0,0.0,0.0,0.0
20190818:0510,151.07,93.42,50.12,97.0075
20190818:0610,373.43,316.82,94.77,275.46
20190818:0710,573.2,557.74,108.13,449.2025
20190818:0810,729.47,764.67,293.44,638.0625
20190818:0910,833.54,913.84,486.93,787.0375
20190818:1010,860.08,966.71,651.28,861.195
20190818:1110,868.75,996.29,792.52,913.4625
20190818:1210,813.71,942.52,886.68,896.3575
20190818:1310,704.67,815.88,922.7,814.7825
20190818:1410,546.09,619.88,873.22,664.7674999999999
20190818:1510,369.89,398.61,776.35,485.865
20190818:1610,186.65,167.83,579.32,275.4075
20190818:1710,53.5,46.47,283.23,107.4175
20190818:1810,0.0,0.0,0.0,0.0
20190818:1910,0.0,0.0,0.0,0.0
20190818:2010,0.0,0.0,0.0,0.0
20190818:2110,0.0,0.0,0.0,0.0
20190818:2210,0.0,0.0,0.0,0.0
20190818:2310,0.0,0.0,0.0,0.0
20190819:0010,0.0,0.0,0.0,0.0
20190819:0110,0.0,0.0,0.0,0.0
20190819:0210,0.0,0.0,0.0,0.0
20190819:0310,0.0,0.0,0.0,0.0
20190819:0410,0.0,0.0,0.0,0.0
20190819:0510,148.94,92.69,49.21,95.8825
20190819:0610,375.82,320.18,91.12,276.825
20190819:0710,577.95,564.88,100.31,452.005
20190819:0810,731.6,770.23,290.1,640.54
20190819:0910,850.55,937.65,486.09,802.9849999999999
20190819:1010,888.11,1006.39,661.76,890.6624999999999
20190819:1110,885.1,1021.88,805.25,933.5274999999999
20190819:1210,822.8,959.1,899.17,910.0425
20190819:1310,688.55,797.26,896.78,794.9625
20190819:1410,533.37,605.7,843.76,647.1325
20190819:1510,364.01,394.31,759.83,478.115
20190819:1610,182.84,166.07,575.23,272.5525
20190819:1710,51.52,44.75,47.38,47.1
20190819:1810,0.0,0.0,0.0,0.0
20190819:1910,0.0,0.0,0.0,0.0
20190819:2010,0.0,0.0,0.0,0.0
20190819:2110,0.0,0.0,0.0,0.0
20190819:2210,0.0,0.0,0.0,0.0
20190819:2310,0.0,0.0,0.0,0.0
20190820:0010,0.0,0.0,0.0,0.0
20190820:0110,0.0,0.0,0.0,0.0
20190820:0210,0.0,0.0,0.0,0.0
20190820:0310,0.0,0.0,0.0,0.0
20190820:0410,0.0,0.0,0.0,0.0
20190820:0510,145.71,91.88,49.21,94.67
20190820:0610,374.62,321.35,92.94,277.565
20190820:0710,571.79,561.75,104.69,449.995
20190820:0810,729.85,771.3,292.75,641.3
20190820:0910,849.02,938.99,488.41,803.8525
20190820:1010,885.8,1006.42,662.59,890.3074999999999
20190820:1110,863.66,995.97,790.23,911.4575
20190820:1210,816.74,953.73,892.89,904.2725
20190820:1310,689.31,801.11,898.98,797.6275
20190820:1410,542.55,622.05,872.75,664.8499999999999
20190820:1510,366.52,400.93,782.63,487.75250000000005
20190820:1610,181.19,166.65,564.98,269.8675
20190820:1710,50.52,43.88,46.47,46.1875
20190820:1810,0.0,0.0,0.0,0.0
20190820:1910,0.0,0.0,0.0,0.0
20190820:2010,0.0,0.0,0.0,0.0
20190820:2110,0.0,0.0,0.0,0.0
20190820:2210,0.0,0.0,0.0,0.0
20190820:2310,0.0,0.0,0.0,0.0
20190821:0010,0.0,0.0,0.0,0.0
20190821:0110,0.0,0.0,0.0,0.0
20190821:0210,0.0,0.0,0.0,0.0
20190821:0310,0.0,0.0,0.0,0.0
20190821:0410,0.0,0.0,0.0,0.0
20190821:0510,131.91,85.71,48.29,87.905
20190821:0610,361.87,312.71,92.94,270.0575
20190821:0710,561.83,554.54,99.43,442.585
20190821:0810,722.39,766.93,282.53,634.6949999999999
20190821:0910,816.59,904.94,476.27,775.6850000000001
20190821:1010,839.21,951.72,637.52,845.0425
20190821:1110,788.16,896.28,728.81,827.3824999999999
20190821:1210,616.7,660.06,640.42,644.31
20190821:1310,684.29,801.36,899.89,796.7249999999999
20190821:1410,537.16,621.6,878.7,664.7650000000001
20190821:1510,350.19,383.45,728.29,461.345
20190821:1610,173.56,161.93,486.72,246.035
20190821:1710,50.52,43.88,46.47,46.1875
20190821:1810,0.0,0.0,0.0,0.0
20190821:1910,0.0,0.0,0.0,0.0
20190821:2010,0.0,0.0,0.0,0.0
20190821:2110,0.0,0.0,0.0,0.0
20190821:2210,0.0,0.0,0.0,0.0
20190821:2310,0.0,0.0,0.0,0.0
20190822:0010,0.0,0.0,0.0,0.0
