time,Residential,Industrial,Commercial
20190619:2310,1.5795,5.2403,10.4573
20190620:0010,1.3821,5.0055,9.1502
20190620:0110,1.25,5.0239,8.2758
20190620:0210,1.1993,4.9532,7.9404
20190620:0310,1.1895,4.9844,7.8752
20190620:0410,1.1987,5.1427,7.9364
20190620:0510,1.259,5.3443,8.3352
20190620:0610,1.4802,6.2082,9.7999
20190620:0710,1.8683,8.0386,12.3691
20190620:0810,2.3078,10.6147,15.2794
20190620:0910,2.7382,12.4977,18.1286
20190620:1010,3.0646,13.2745,20.2897
20190620:1110,3.1895,13.4454,21.1164
20190620:1210,3.2496,12.7898,21.5147
20190620:1310,3.2026,12.4854,21.2032
20190620:1410,3.2284,13.2668,21.3741
20190620:1510,3.1878,13.3537,21.1052
20190620:1610,3.1366,13.0779,20.7662
20190620:1710,3.0522,11.6137,20.2079
20190620:1810,2.8757,9.7383,19.0389
20190620:1910,2.6458,8.1976,17.5167
20190620:2010,2.2685,6.9652,15.0192
20190620:2110,1.9779,5.9479,13.0951
20190620:2210,1.7852,5.4146,11.8191
20190620:2310,1.5732,5.132,10.4154
20190621:0010,1.3558,4.9673,8.9766
20190621:0110,1.2444,4.9226,8.2385
20190621:0210,1.2001,4.9882,7.9457
20190621:0310,1.182,4.9079,7.8255
20190621:0410,1.2019,5.1138,7.9572
20190621:0510,1.2596,5.3948,8.3393
20190621:0610,1.4848,6.3349,9.8303
20190621:0710,1.846,8.0597,12.2219
20190621:0810,2.2593,10.5684,14.9582
20190621:0910,2.6832,12.2108,17.7646
20190621:1010,2.9634,12.7749,19.6196
20190621:1110,3.1475,12.8575,20.8387
20190621:1210,3.2316,12.6746,21.3952
20190621:1310,3.1925,12.2025,21.1366
20190621:1410,3.2453,12.8043,21.4858
20190621:1510,3.1586,12.7201,20.9122
20190621:1610,3.0759,12.2745,20.3644
20190621:1710,2.9202,10.4395,19.3336
20190621:1810,2.7974,9.065,18.5207
20190621:1910,2.5353,7.6734,16.7851
20190621:2010,2.1992,6.4876,14.56
20190621:2110,1.9554,5.7744,12.946
20190621:2210,1.7658,5.1935,11.6907
20190621:2310,1.5827,4.9688,10.4784
20190622:0010,1.3839,4.7744,9.1626
20190622:0110,1.2611,4.7892,8.3491
20190622:0210,1.2117,4.9097,8.0225
20190622:0310,1.1843,4.7675,7.8409
20190622:0410,1.1783,4.8184,7.8014
20190622:0510,1.2185,5.1146,8.067
20190622:0610,1.3371,5.5738,8.8524
20190622:0710,1.5632,6.1854,10.3496
20190622:0810,1.7819,6.8148,11.7974
20190622:0910,1.9204,6.9564,12.7142
20190622:1010,2.0545,7.1995,13.6022
20190622:1110,2.1022,6.9936,13.9178
20190622:1210,2.0669,6.5599,13.6842
20190622:1310,2.0086,6.3582,13.2984
20190622:1410,1.9791,6.085,13.1029
20190622:1510,1.9217,6.0476,12.7231
20190622:1610,1.9105,6.0003,12.6484
20190622:1710,1.9425,5.898,12.8607
20190622:1810,2.0001,5.7204,13.2422
20190622:1910,1.9705,5.4793,13.0457
20190622:2010,1.8236,5.0425,12.0733
20190622:2110,1.7047,4.7321,11.286
20190622:2210,1.6193,4.5583,10.7208
20190622:2310,1.4717,4.4271,9.7435
20190623:0010,1.3053,4.3325,8.6422
20190623:0110,1.1972,4.2872,7.9265
20190623:0210,1.1459,4.1571,7.5863
20190623:0310,1.1193,4.1049,7.4102
20190623:0410,1.1181,4.137,7.4024
20190623:0510,1.1243,4.2016,7.4434
20190623:0610,1.1721,4.3905,7.7599
20190623:0710,1.2702,4.6706,8.4096
20190623:0810,1.4114,4.8407,9.3447
20190623:0910,1.5397,5.1557,10.1937
20190623:1010,1.7327,5.5516,11.4714
20190623:1110,1.8744,5.5559,12.4097
20190623:1210,1.911,5.5795,12.652
20190623:1310,1.8951,5.4912,12.547
20190623:1410,1.9189,5.5985,12.7043
20190623:1510,1.8719,5.5476,12.3934
20190623:1610,1.8407,5.5325,12.1867
20190623:1710,1.8514,5.5726,12.2576
20190623:1810,1.9269,5.5594,12.7573
20190623:1910,1.9121,5.4578,12.6593
20190623:2010,1.7602,5.3098,11.6534
20190623:2110,1.6546,5.0381,10.9542
20190623:2210,1.5595,4.766,10.3246
20190623:2310,1.4276,4.7192,9.4516
20190624:0010,1.2781,4.6285,8.4621
20190624:0110,1.1976,4.7417,7.9292
20190624:0210,1.1651,4.7571,7.7137
20190624:0310,1.1541,4.8033,7.6412
20190624:0410,1.1701,5.0441,7.7466
20190624:0510,1.2342,5.222,8.1711
20190624:0610,1.4479,6.0737,9.5863
20190624:0710,1.8322,7.8723,12.1306
20190624:0810,2.2574,10.6012,14.9452
20190624:0910,2.7287,12.6656,18.0658
20190624:1010,3.0538,13.3436,20.2179
20190624:1110,3.2021,13.648,21.1999
20190624:1210,3.2636,13.1722,21.6071
20190624:1310,3.2492,13.0862,21.5115
20190624:1410,3.3112,13.763,21.922
20190624:1510,3.2607,13.8271,21.588
20190624:1610,3.2259,13.4534,21.3573
20190624:1710,3.1347,12.0002,20.7539
20190624:1810,3.0062,10.136,19.9033
20190624:1910,2.6979,8.6061,17.8618
20190624:2010,2.2807,7.2446,15.1
20190624:2110,1.9844,6.1699,13.1379
20190624:2210,1.7941,5.6616,11.878
20190624:2310,1.5811,5.2493,10.4681
20190625:0010,1.3934,5.0976,9.2253
20190625:0110,1.2908,5.071,8.5459
20190625:0210,1.2359,5.088,8.1827
20190625:0310,1.2296,5.1175,8.1407
20190625:0410,1.242,5.162,8.2226
20190625:0510,1.2938,5.606,8.5656
20190625:0610,1.5307,6.4544,10.1345
20190625:0710,1.9822,8.3108,13.1237
20190625:0810,2.4238,11.3168,16.0474
20190625:0910,2.8938,13.2225,19.1588
20190625:1010,3.2545,14.0887,21.5467
20190625:1110,3.4268,14.5356,22.6879
20190625:1210,3.4818,13.9314,23.0516
20190625:1310,3.4838,13.6281,23.0653
20190625:1410,3.5313,14.2984,23.3797
20190625:1510,3.4588,14.3243,22.8997
20190625:1610,3.3983,14.1432,22.4989
20190625:1710,3.3187,12.5213,21.9721
20190625:1810,3.1876,10.7388,21.1039
20190625:1910,2.8865,9.1213,19.1106
20190625:2010,2.4495,7.5168,16.2174
20190625:2110,2.1423,6.5546,14.1837
20190625:2210,1.9307,5.9177,12.7825
20190625:2310,1.6979,5.4536,11.2414
20190626:0010,1.4855,5.3666,9.8348
20190626:0110,1.3634,5.2734,9.0269
20190626:0210,1.3124,5.3428,8.6886
20190626:0310,1.2936,5.415,8.5642
20190626:0410,1.3158,5.3441,8.7111
20190626:0510,1.3762,5.7898,9.1111
20190626:0610,1.6394,6.7124,10.8541
20190626:0710,2.1014,8.8865,13.9126
20190626:0810,2.5829,11.6059,17.1002
20190626:0910,3.0826,13.7923,20.4091
20190626:1010,3.4401,14.4783,22.7756
20190626:1110,3.6427,14.7608,24.1169
20190626:1210,3.705,14.3141,24.5294
20190626:1310,3.7103,13.9035,24.5648
20190626:1410,3.7339,14.491,24.721
20190626:1510,3.6291,14.7767,24.027
20190626:1610,3.5718,14.2404,23.6477
20190626:1710,3.4637,12.8739,22.9317
20190626:1810,3.3453,11.1176,22.1483
20190626:1910,3.0513,9.4686,20.2019
20190626:2010,2.592,7.8228,17.161
20190626:2110,2.242,6.9221,14.8435
20190626:2210,2.0466,6.2227,13.5501
20190626:2310,1.8127,5.9445,12.0016
20190627:0010,1.6024,5.7362,10.6092
20190627:0110,1.4616,5.5956,9.6769
20190627:0210,1.4023,5.658,9.2843
20190627:0310,1.3716,5.6924,9.0806
20190627:0410,1.3842,5.605,9.1645
20190627:0510,1.4553,6.0923,9.6348
20190627:0610,1.7156,6.936,11.3587
20190627:0710,2.2058,9.2369,14.6037
20190627:0810,2.7452,12.2731,18.1749
20190627:0910,3.2933,14.5665,21.8036
20190627:1010,3.6834,15.1928,24.3868
20190627:1110,3.8573,15.7056,25.5378
20190627:1210,3.9259,15.2259,25.9922
20190627:1310,3.8801,14.7286,25.6888
20190627:1410,3.9301,15.3014,26.0198
20190627:1510,3.8383,15.3936,25.4122
20190627:1610,3.7563,15.0638,24.8692
20190627:1710,3.6534,13.5302,24.188
20190627:1810,3.5397,11.8248,23.4352
20190627:1910,3.2365,10.1209,21.4275
20190627:2010,2.7391,8.3532,18.1343
20190627:2110,2.379,7.2429,15.7503
20190627:2210,2.1728,6.6066,14.3851
20190627:2310,1.9373,6.2123,12.8262
20190628:0010,1.6953,5.9941,11.2243
20190628:0110,1.5292,5.8486,10.124
20190628:0210,1.4527,5.7685,9.6179
20190628:0310,1.432,5.7809,9.4807
20190628:0410,1.4491,5.7387,9.5942
20190628:0510,1.5048,6.1216,9.9629
20190628:0610,1.7573,7.0554,11.6345
20190628:0710,2.2319,8.9853,14.7764
20190628:0810,2.7943,12.2448,18.4999
20190628:0910,3.3683,14.3458,22.3005
20190628:1010,3.7124,14.8949,24.5782
20190628:1110,3.883,15.0862,25.7083
20190628:1210,3.9512,14.5852,26.1596
20190628:1310,3.9327,13.8727,26.0373
20190628:1410,3.9067,14.1471,25.865
20190628:1510,3.8221,14.3362,25.3047
20190628:1610,3.7008,13.9456,24.5019
20190628:1710,3.5969,12.3348,23.8138
20190628:1810,3.4291,10.8004,22.7029
20190628:1910,3.1101,9.2887,20.5909
20190628:2010,2.6252,7.6068,17.3807
20190628:2110,2.2772,6.8027,15.0766
20190628:2210,2.0678,6.0461,13.6899
20190628:2310,1.8554,5.7875,12.284
20190629:0010,1.6317,5.6236,10.8028
20190629:0110,1.501,5.5319,9.9377
20190629:0210,1.4266,5.4954,9.4452
20190629:0310,1.386,5.5022,9.1764
20190629:0410,1.3768,5.2891,9.1153
20190629:0510,1.4,5.6116,9.269
20190629:0610,1.5317,6.0093,10.141
20190629:0710,1.7775,6.6827,11.768
20190629:0810,2.0168,7.4246,13.3527
20190629:0910,2.2608,7.9769,14.968
20190629:1010,2.4899,8.2569,16.4849
20190629:1110,2.6262,8.2882,17.3871
20190629:1210,2.641,8.1095,17.485
20190629:1310,2.5647,7.8125,16.9797
20190629:1410,2.5036,7.4347,16.5757
20190629:1510,2.4243,7.4469,16.0501
20190629:1610,2.3756,7.2947,15.7283
20190629:1710,2.388,7.1979,15.8103
20190629:1810,2.4676,6.9676,16.337
20190629:1910,2.3578,6.4385,15.6101
20190629:2010,2.1854,5.9721,14.4689
20190629:2110,2.0233,5.7413,13.3958
20190629:2210,1.9143,5.388,12.6737
20190629:2310,1.7528,5.2025,11.6045
20190630:0010,1.5551,5.0865,10.2957
20190630:0110,1.4292,4.8937,9.4625
20190630:0210,1.3618,4.8329,9.0159
20190630:0310,1.32,4.8595,8.7393
20190630:0410,1.3138,4.8617,8.698
20190630:0510,1.3184,4.915,8.7287
20190630:0610,1.3877,5.0957,9.1876
20190630:0710,1.5185,5.4177,10.0537
20190630:0810,1.6679,5.8452,11.0423
20190630:0910,1.8416,6.2269,12.1928
20190630:1010,2.0456,6.5447,13.5433
20190630:1110,2.1978,6.4479,14.5506
20190630:1210,2.2283,6.4887,14.7529
20190630:1310,2.2223,6.5987,14.7134
20190630:1410,2.2035,6.6476,14.5889
20190630:1510,2.1732,6.582,14.3882
20190630:1610,2.1437,6.6068,14.1927
20190630:1710,2.1603,6.5518,14.3025
20190630:1810,2.2099,6.4781,14.6312
20190630:1910,2.2006,6.3385,14.5696
20190630:2010,2.0236,6.1213,13.3977
20190630:2110,1.9014,5.8473,12.5888
20190630:2210,1.7985,5.7486,11.9069
20190630:2310,1.672,5.5029,11.0695
20190701:0010,1.5158,5.3935,10.0354
20190701:0110,1.4367,5.403,9.5119
20190701:0210,1.3927,5.4792,9.2209
20190701:0310,1.3718,5.6103,9.0822
20190701:0410,1.411,5.6845,9.3415
20190701:0510,1.4642,6.0076,9.6942
20190701:0610,1.6974,6.9007,11.2378
20190701:0710,2.1425,8.8557,14.1849
20190701:0810,2.6462,11.8707,17.5194
20190701:0910,3.1432,14.1801,20.8097
20190701:1010,3.5147,14.837,23.2698
20190701:1110,3.688,15.1304,24.4171
20190701:1210,3.7468,14.6041,24.8066
20190701:1310,3.7026,14.3026,24.5137
20190701:1410,3.7986,15.0777,25.1491
20190701:1510,3.7215,15.0874,24.6386
20190701:1610,3.4488,13.9057,22.8333
20190701:1710,3.339,12.3743,22.1064
20190701:1810,3.1417,10.5237,20.8002
20190701:1910,2.7967,9.1036,18.5157
20190701:2010,2.3798,7.6057,15.756
20190701:2110,2.0703,6.6853,13.7067
20190701:2210,1.8772,6.1718,12.4281
20190701:2310,1.6891,5.7517,11.1827
20190702:0010,1.4948,5.608,9.8965
20190702:0110,1.389,5.5411,9.1958
20190702:0210,1.3444,5.6071,8.9011
20190702:0310,1.326,5.613,8.7788
20190702:0410,1.3493,5.5634,8.9332
20190702:0510,1.4011,5.9007,9.2759
20190702:0610,1.6256,6.9834,10.7623
20190702:0710,2.0601,8.9269,13.6391
20190702:0810,2.5131,11.8715,16.6386
20190702:0910,3.0158,14.1566,19.9663
20190702:1010,3.3571,14.4889,22.2264
20190702:1110,3.5305,14.774,23.3745
20190702:1210,3.6015,14.4081,23.8441
20190702:1310,3.5873,13.8191,23.75
20190702:1410,3.6456,14.919,24.1361
20190702:1510,3.6009,14.7303,23.84
20190702:1610,3.5265,14.5188,23.3476
20190702:1710,3.4234,12.8721,22.6654
20190702:1810,3.2872,11.0126,21.7634
20190702:1910,2.9357,9.4058,19.4362
20190702:2010,2.4775,7.6369,16.4024
20190702:2110,2.1754,6.96,14.4024
20190702:2210,1.9843,6.1629,13.1376
20190702:2310,1.7752,5.8488,11.7528
20190703:0010,1.5625,5.6722,10.3446
20190703:0110,1.4507,5.621,9.6044
20190703:0210,1.3904,5.5317,9.2053
20190703:0310,1.3554,5.7581,8.9736
20190703:0410,1.3626,5.6808,9.0212
20190703:0510,1.4352,6.0336,9.5019
20190703:0610,1.6854,7.0419,11.1583
20190703:0710,2.1252,9.1504,14.0703
20190703:0810,2.6009,11.9405,17.22
20190703:0910,3.0699,14.027,20.3251
20190703:1010,3.4233,14.916,22.6645
20190703:1110,3.6002,14.9042,23.836
20190703:1210,3.6696,14.4202,24.2954
20190703:1310,3.6669,14.0131,24.2772
20190703:1410,3.7237,14.7787,24.6534
20190703:1510,3.6487,14.8394,24.1568
20190703:1610,3.5712,14.6213,23.6435
20190703:1710,3.4952,13.0563,23.1405
20190703:1810,3.3444,11.1281,22.1422
20190703:1910,2.9431,9.4805,19.4849
20190703:2010,2.4389,7.4243,16.147
20190703:2110,2.0586,6.4765,13.6295
20190703:2210,1.8686,5.7378,12.3715
20190703:2310,1.6736,5.3895,11.0805
20190704:0010,1.4619,5.2339,9.6786
20190704:0110,1.3431,5.2155,8.8919
20190704:0210,1.2971,5.2258,8.5874
20190704:0310,1.2713,5.2796,8.4169
20190704:0410,1.2895,5.3124,8.5373
20190704:0510,1.3518,5.678,8.9496
20190704:0610,1.5876,6.5907,10.5107
20190704:0710,1.9972,8.4648,13.2226
20190704:0810,2.4267,11.029,16.066
20190704:0910,2.8765,13.0114,19.0441
20190704:1010,3.2246,13.8955,21.3488
20190704:1110,3.374,14.1252,22.3378
20190704:1210,3.4342,13.7132,22.7366
20190704:1310,3.4169,13.2086,22.6221
20190704:1410,3.469,14.0644,22.9672
20190704:1510,3.3832,14.1633,22.3987
20190704:1610,3.339,13.5739,22.1062
20190704:1710,3.2519,12.0937,21.5297
20190704:1810,3.1395,10.3423,20.7859
20190704:1910,2.8625,8.8959,18.9517
20190704:2010,2.463,7.4354,16.3065
20190704:2110,2.1502,6.5871,14.2357
20190704:2210,1.9547,6.0054,12.9415
20190704:2310,1.7415,5.5738,11.5299
20190705:0010,1.5342,5.5118,10.1572
20190705:0110,1.423,5.4097,9.4211
20190705:0210,1.3523,5.3793,8.9531
20190705:0310,1.3282,5.4138,8.7937
20190705:0410,1.3453,5.5401,8.9069
20190705:0510,1.4158,5.7199,9.3736
20190705:0610,1.6525,6.7038,10.9405
20190705:0710,2.064,8.6432,13.6648
20190705:0810,2.5114,11.5623,16.6271
20190705:0910,2.979,13.4003,19.723
20190705:1010,3.3237,13.9846,22.0049
20190705:1110,3.4959,14.1481,23.1451
20190705:1210,3.5601,13.7166,23.5701
20190705:1310,3.5346,13.1782,23.4012
20190705:1410,3.6058,13.7759,23.8729
20190705:1510,3.523,13.9555,23.3247
20190705:1610,3.4321,13.2454,22.723
20190705:1710,3.3349,11.7985,22.0793
20190705:1810,3.203,10.2515,21.2062
20190705:1910,2.912,8.9578,19.2794
20190705:2010,2.4965,7.3046,16.5286
20190705:2110,2.1856,6.4151,14.4698
20190705:2210,2.0042,5.8361,13.2688
20190705:2310,1.7832,5.454,11.8059
20190706:0010,1.5558,5.3049,10.3006
20190706:0110,1.4167,5.2233,9.3792
20190706:0210,1.3596,5.2478,9.0015
20190706:0310,1.328,5.2514,8.7924
20190706:0410,1.3281,5.2509,8.793
20190706:0510,1.3731,5.4824,9.0908
20190706:0610,1.5024,6.0057,9.9468
20190706:0710,1.7556,6.7518,11.6235
20190706:0810,2.016,7.5736,13.3473
20190706:0910,2.2539,7.9893,14.9221
20190706:1010,2.4934,8.2315,16.5076
20190706:1110,2.6333,8.1959,17.4341
20190706:1210,2.6747,8.0335,17.7084
20190706:1310,2.6167,7.7702,17.3244
20190706:1410,2.5711,7.5709,17.0222
20190706:1510,2.5092,7.3978,16.6124
20190706:1610,2.4438,7.2711,16.1796
20190706:1710,2.459,7.2346,16.2804
20190706:1810,2.5332,7.0934,16.7716
20190706:1910,2.4616,6.7131,16.2973
20190706:2010,2.2148,5.9965,14.6637
20190706:2110,2.0303,5.567,13.4416
20190706:2210,1.8943,5.1918,12.5413
20190706:2310,1.7341,5.0013,11.4812
20190707:0010,1.5383,4.9846,10.1846
20190707:0110,1.4073,4.7779,9.3172
20190707:0210,1.3558,4.7565,8.9765
20190707:0310,1.3227,4.7126,8.757
20190707:0410,1.3159,4.6894,8.7122
20190707:0510,1.3345,4.7909,8.8353
20190707:0610,1.3926,4.9939,9.2202
20190707:0710,1.5142,5.307,10.0248
20190707:0810,1.6837,5.6099,11.1472
20190707:0910,1.8482,6.0793,12.2363
20190707:1010,2.0682,6.4002,13.6927
20190707:1110,2.2149,6.5907,14.6639
20190707:1210,2.2326,6.5175,14.781
20190707:1310,2.2345,6.5087,14.7935
20190707:1410,2.2504,6.5441,14.899
20190707:1510,2.2031,6.5746,14.5863
20190707:1610,2.1679,6.5644,14.3532
20190707:1710,2.1696,6.5824,14.3645
20190707:1810,2.2495,6.4339,14.8931
20190707:1910,2.1837,6.1439,14.4574
20190707:2010,2.0197,5.7374,13.3718
20190707:2110,1.8719,5.5768,12.3935
20190707:2210,1.7637,5.2519,11.6766
20190707:2310,1.6269,5.1978,10.7712
20190708:0010,1.4694,5.1328,9.7285
20190708:0110,1.3811,5.2359,9.1439
20190708:0210,1.3416,5.1557,8.8823
20190708:0310,1.3145,5.2799,8.7027
20190708:0410,1.3253,5.4156,8.7746
20190708:0510,1.3946,5.7824,9.2333
20190708:0610,1.6163,6.6369,10.701
20190708:0710,2.0444,8.5484,13.5353
20190708:0810,2.5028,11.273,16.5699
20190708:0910,2.9784,13.6306,19.7192
20190708:1010,3.2708,14.0018,21.6549
20190708:1110,3.4186,14.2217,22.6332
20190708:1210,3.4447,14.0494,22.8064
20190708:1310,3.4296,13.4683,22.7062
20190708:1410,3.4984,14.4366,23.1617
20190708:1510,3.4339,14.5627,22.7346
20190708:1610,3.3561,13.8596,22.2194
20190708:1710,3.2776,12.6042,21.6998
20190708:1810,3.1649,10.5615,20.9536
20190708:1910,2.8381,9.0957,18.7902
20190708:2010,2.4216,7.6395,16.0324
20190708:2110,2.1178,6.6579,14.021
20190708:2210,1.8998,6.0854,12.5779
20190708:2310,1.7078,5.7306,11.3066
20190709:0010,1.5187,5.6214,10.055
20190709:0110,1.4107,5.5389,9.34
20190709:0210,1.3648,5.4746,9.0361
20190709:0310,1.3508,5.5641,8.9431
20190709:0410,1.3448,5.5685,8.9033
20190709:0510,1.3952,5.9639,9.2368
20190709:0610,1.6406,6.8449,10.8621
20190709:0710,2.0513,8.6338,13.5811
20190709:0810,2.4645,11.1141,16.3166
20190709:0910,2.878,13.0418,19.0544
20190709:1010,3.2027,13.663,21.2043
20190709:1110,3.3835,14.1382,22.4012
20190709:1210,3.4515,13.3917,22.8515
20190709:1310,3.4487,13.0848,22.8327
20190709:1410,3.5057,14.058,23.21
20190709:1510,3.4103,14.0072,22.5784
20190709:1610,3.3686,13.5622,22.3025
20190709:1710,3.3013,12.2468,21.8571
20190709:1810,3.0888,9.9903,20.4498
20190709:1910,2.6898,8.4226,17.8084
20190709:2010,2.2798,6.8917,15.0934
20190709:2110,2.0031,6.1408,13.2618
20190709:2210,1.828,5.6231,12.1027
20190709:2310,1.6455,5.3924,10.8942
20190710:0010,1.4378,5.1957,9.5192
20190710:0110,1.3294,5.125,8.8015
20190710:0210,1.2847,5.187,8.5053
20190710:0310,1.2721,5.2864,8.4223
20190710:0410,1.2879,5.4727,8.5269
20190710:0510,1.3579,5.7849,8.9902
20190710:0610,1.6066,6.8302,10.6367
20190710:0710,2.006,8.3154,13.2812
20190710:0810,2.42,10.86,16.0222
20190710:0910,2.8252,12.7708,18.7046
20190710:1010,3.125,13.5547,20.6897
20190710:1110,3.2453,13.4987,21.4861
20190710:1210,3.2879,12.9911,21.7682
20190710:1310,3.2666,12.5058,21.627
20190710:1410,3.3206,13.4216,21.9846
20190710:1510,3.2448,13.2812,21.4826
20190710:1610,3.1578,13.1262,20.9066
20190710:1710,3.0697,11.6409,20.3231
20190710:1810,2.9734,9.9175,19.6861
20190710:1910,2.7236,8.6303,18.0322
20190710:2010,2.3251,7.0102,15.3934
20190710:2110,2.0356,6.2888,13.4771
20190710:2210,1.862,5.6405,12.3279
20190710:2310,1.6548,5.3497,10.956
20190711:0010,1.4531,5.2251,9.6207
20190711:0110,1.3249,5.11,8.7715
20190711:0210,1.2699,5.1248,8.4074
20190711:0310,1.2412,5.2238,8.2173
20190711:0410,1.2607,5.4261,8.3465
20190711:0510,1.3179,5.6073,8.7252
20190711:0610,1.5503,6.4888,10.264
20190711:0710,1.9339,8.0881,12.8037
20190711:0810,2.3087,10.5015,15.2852
20190711:0910,2.7181,12.277,17.9957
20190711:1010,2.9748,13.0087,19.6949
20190711:1110,3.0504,12.9357,20.1957
20190711:1210,3.1035,12.4504,20.5469
20190711:1310,3.0729,11.7386,20.3446
20190711:1410,3.1151,12.6452,20.6239
20190711:1510,2.9809,12.6229,19.7354
20190711:1610,2.9297,12.3235,19.3963
20190711:1710,2.8385,10.7132,18.7929
20190711:1810,2.7365,9.0495,18.1175
20190711:1910,2.5402,8.1888,16.8175
20190711:2010,2.2041,6.5911,14.5925
20190711:2110,1.9476,5.8742,12.8944
20190711:2210,1.7835,5.3234,11.8082
20190711:2310,1.5768,5.0944,10.4395
20190712:0010,1.3849,5.0035,9.1689
20190712:0110,1.2787,4.8574,8.4661
20190712:0210,1.2333,4.8922,8.165
20190712:0310,1.2113,4.9823,8.0193
20190712:0410,1.223,5.1542,8.0972
20190712:0510,1.2899,5.4624,8.5399
20190712:0610,1.5023,6.1996,9.9463
20190712:0710,1.8604,8.003,12.3173
20190712:0810,2.2344,10.4266,14.7932
20190712:0910,2.6256,12.2025,17.383
20190712:1010,2.9283,12.7101,19.3871
20190712:1110,3.1005,13.0967,20.5271
20190712:1210,3.1633,12.4642,20.943
20190712:1310,3.1574,11.8303,20.9041
20190712:1410,3.2276,12.9221,21.3691
20190712:1510,3.1543,12.8889,20.8838
20190712:1610,3.0907,12.276,20.4621
20190712:1710,3.011,10.8689,19.9346
20190712:1810,2.9007,9.1217,19.2044
20190712:1910,2.6671,7.9537,17.6579
20190712:2010,2.2805,6.5584,15.0986
20190712:2110,1.9905,5.8861,13.1787
20190712:2210,1.8371,5.329,12.1627
20190712:2310,1.6445,5.0334,10.8879
20190713:0010,1.4211,4.9443,9.4088
20190713:0110,1.2971,4.8264,8.5877
20190713:0210,1.2452,4.8239,8.2441
20190713:0310,1.223,4.8883,8.0971
20190713:0410,1.228,4.9374,8.1301
20190713:0510,1.2566,5.115,8.3197
20190713:0610,1.3715,5.48,9.0802
20190713:0710,1.5789,5.967,10.4534
20190713:0810,1.789,6.6926,11.8444
20190713:0910,2.017,7.0927,13.354
20190713:1010,2.2222,7.2103,14.7126
20190713:1110,2.3412,7.3113,15.5003
20190713:1210,2.3774,7.08,15.7396
20190713:1310,2.3458,6.8197,15.5306
20190713:1410,2.2951,6.686,15.1952
20190713:1510,2.2356,6.5878,14.8012
20190713:1610,2.1744,6.5,14.3958
20190713:1710,2.1914,6.3817,14.5082
20190713:1810,2.2378,6.2673,14.8156
20190713:1910,2.1844,5.9448,14.4622
20190713:2010,1.9775,5.4006,13.0924
20190713:2110,1.8175,5.083,12.0331
20190713:2210,1.726,4.7912,11.4269
20190713:2310,1.5788,4.6894,10.453
20190714:0010,1.3755,4.5781,9.107
20190714:0110,1.2487,4.4579,8.2674
20190714:0210,1.1997,4.3548,7.9426
20190714:0310,1.1791,4.3918,7.8062
20190714:0410,1.1668,4.4026,7.7252
20190714:0510,1.1862,4.4302,7.8534
20190714:0610,1.242,4.5715,8.2228
20190714:0710,1.3375,4.8683,8.8551
20190714:0810,1.463,5.0111,9.6857
20190714:0910,1.6024,5.3762,10.609
20190714:1010,1.7683,5.6625,11.7074
20190714:1110,1.8948,5.7908,12.5446
20190714:1210,1.9326,5.7247,12.7953
20190714:1310,1.9371,5.7242,12.8246
20190714:1410,1.9252,5.7985,12.7459
20190714:1510,1.8969,5.7138,12.559
20190714:1610,1.8621,5.6814,12.328
20190714:1710,1.8657,5.7069,12.3518
20190714:1810,1.9234,5.6509,12.7339
20190714:1910,1.8894,5.5032,12.509
20190714:2010,1.7563,5.1567,11.628
20190714:2110,1.6555,4.9997,10.9605
20190714:2210,1.5675,4.8506,10.3777
20190714:2310,1.4321,4.7303,9.4815
20190715:0010,1.2995,4.765,8.6034
20190715:0110,1.2279,4.7255,8.1292
20190715:0210,1.1889,4.7651,7.8713
20190715:0310,1.169,4.8597,7.7398
20190715:0410,1.1882,5.0173,7.8665
20190715:0510,1.2527,5.2802,8.2939
20190715:0610,1.4543,5.916,9.6287
20190715:0710,1.7611,7.4157,11.6593
20190715:0810,2.0979,9.5687,13.8897
20190715:0910,2.4005,11.3868,15.8928
20190715:1010,2.6429,11.8148,17.4977
20190715:1110,2.7122,11.8664,17.9568
20190715:1210,2.7242,11.3336,18.0357
20190715:1310,2.6842,10.8282,17.7712
20190715:1410,2.7033,11.7461,17.8978
20190715:1510,2.6368,11.4128,17.4574
20190715:1610,2.5808,11.0829,17.0863
20190715:1710,2.5386,9.7811,16.8075
20190715:1810,2.494,8.5693,16.5119
20190715:1910,2.2803,7.4501,15.0969
20190715:2010,1.9747,6.1695,13.0738
20190715:2110,1.749,5.5045,11.5792
20190715:2210,1.5885,5.0682,10.5169
20190715:2310,1.3985,4.847,9.259
20190716:0010,1.2459,4.6988,8.2489
20190716:0110,1.1631,4.6615,7.7006
20190716:0210,1.1318,4.6442,7.4931
20190716:0310,1.1177,4.7692,7.4
20190716:0410,1.1357,4.95,7.5192
20190716:0510,1.1986,5.157,7.9354
20190716:0610,1.3956,6.0008,9.2395
20190716:0710,1.7348,7.4875,11.4853
20190716:0810,2.1047,9.9854,13.9344
20190716:0910,2.5088,11.6061,16.6097
20190716:1010,2.7851,12.2937,18.4393
20190716:1110,2.9195,12.6291,19.3293
20190716:1210,2.9903,12.024,19.798
20190716:1310,2.9722,11.6644,19.6778
20190716:1410,2.9993,12.6578,19.8574
20190716:1510,2.9435,12.5295,19.4879
20190716:1610,2.8848,12.2167,19.0995
20190716:1710,2.8056,10.9313,18.5748
