time,P,G(i),H_sun,T2m,WS10m,Int
20191019:0810,413.1,513.34,26.39,13.5,0.76,0.0
20191019:0910,479.59,596.97,33.19,14.82,1.1,0.0
20191019:1010,510.8,639.13,37.24,15.98,1.31,0.0
20191019:1110,491.27,616.71,37.86,16.9,1.45,0.0
20191019:1210,408.25,515.17,34.94,17.37,1.52,0.0
20191019:1310,296.79,385.23,29.0,17.5,1.52,0.0
20191019:1410,160.27,236.32,20.86,17.33,1.45,0.0
20191019:1510,32.9,73.75,11.25,16.73,1.24,0.0
20191019:1610,0.0,0.0,0.0,15.63,0.97,0.0
20191019:1710,0.0,0.0,0.0,14.0,0.83,0.0
20191019:1810,0.0,0.0,0.0,13.76,0.69,0.0
20191019:1910,0.0,0.0,0.0,12.93,0.62,0.0
20191019:2010,0.0,0.0,0.0,12.21,0.55,0.0
20191019:2110,0.0,0.0,0.0,11.59,0.55,0.0
20191019:2210,0.0,0.0,0.0,11.05,0.48,0.0
20191019:2310,0.0,0.0,0.0,10.57,0.34,0.0
20191020:0010,0.0,0.0,0.0,10.18,0.28,0.0
20191020:0110,0.0,0.0,0.0,10.15,0.28,0.0
20191020:0210,0.0,0.0,0.0,9.6,0.34,0.0
20191020:0310,0.0,0.0,0.0,8.0,0.48,0.0
20191020:0410,0.0,0.0,0.0,7.33,0.41,0.0
20191020:0510,0.0,0.0,0.0,7.57,0.48,0.0
20191020:0610,104.69,150.26,7.46,7.25,0.41,0.0
20191020:0710,279.1,349.06,17.41,8.99,0.28,0.0
20191020:0810,396.72,493.53,26.11,12.8,0.34,0.0
20191020:0910,456.92,573.0,32.87,16.1,0.9,0.0
20191020:1010,493.07,622.57,36.89,17.73,1.17,0.0
20191020:1110,463.11,587.13,37.5,18.71,1.24,0.0
20191020:1210,388.43,495.98,34.59,19.4,1.31,0.0
20191020:1310,290.23,383.15,28.67,19.76,1.31,0.0
20191020:1410,150.52,228.96,20.55,19.71,1.38,0.0
20191020:1510,31.7,70.43,10.97,19.13,1.17,0.0
20191020:1610,0.0,0.0,0.0,17.88,0.97,0.0
20191020:1710,0.0,0.0,0.0,16.36,0.83,0.0
20191020:1810,0.0,0.0,0.0,16.12,0.76,0.0
20191020:1910,0.0,0.0,0.0,15.55,0.48,0.0
20191020:2010,0.0,0.0,0.0,14.92,0.41,0.0
20191020:2110,0.0,0.0,0.0,14.43,0.28,0.0
20191020:2210,0.0,0.0,0.0,14.02,0.21,0.0
20191020:2310,0.0,0.0,0.0,13.78,0.07,0.0
20191021:0010,0.0,0.0,0.0,13.63,0.07,0.0
20191021:0110,0.0,0.0,0.0,13.75,0.07,0.0
20191021:0210,0.0,0.0,0.0,13.59,0.21,0.0
20191021:0310,0.0,0.0,0.0,13.43,0.34,0.0
20191021:0410,0.0,0.0,0.0,13.32,0.41,0.0
20191021:0510,0.0,0.0,0.0,13.26,0.48,0.0
20191021:0610,87.22,130.82,7.23,13.3,0.55,0.0
20191021:0710,265.59,340.42,17.16,14.04,0.41,0.0
20191021:0810,384.26,489.6,25.82,17.46,0.28,0.0
20191021:0910,447.82,572.64,32.55,19.48,0.69,0.0
20191021:1010,487.34,626.02,36.54,20.6,0.97,0.0
20191021:1110,460.09,592.35,37.14,21.41,1.1,0.0
20191021:1210,393.53,510.36,34.24,21.88,1.1,0.0
20191021:1310,284.07,380.97,28.34,22.04,1.03,0.0
20191021:1410,145.03,223.83,20.24,21.85,0.97,0.0
20191021:1510,29.08,66.41,10.68,21.21,0.83,0.0
20191021:1610,0.0,0.0,0.0,19.62,0.76,0.0
20191021:1710,0.0,0.0,0.0,19.05,0.48,0.0
20191021:1810,0.0,0.0,0.0,18.0,0.07,0.0
20191021:1910,0.0,0.0,0.0,17.13,0.55,0.0
20191021:2010,0.0,0.0,0.0,16.28,0.69,0.0
20191021:2110,0.0,0.0,0.0,15.62,0.69,0.0
20191021:2210,0.0,0.0,0.0,15.16,0.69,0.0
20191021:2310,0.0,0.0,0.0,14.83,0.76,0.0
20191022:0010,0.0,0.0,0.0,14.64,0.83,0.0
20191022:0110,0.0,0.0,0.0,14.45,0.9,0.0
20191022:0210,0.0,0.0,0.0,14.28,0.97,0.0
20191022:0310,0.0,0.0,0.0,14.14,0.97,0.0
20191022:0410,0.0,0.0,0.0,14.02,1.03,0.0
20191022:0510,0.0,0.0,0.0,13.93,1.03,0.0
20191022:0610,58.38,91.36,7.0,13.81,1.1,0.0
20191022:0710,226.93,290.28,16.9,13.66,0.9,0.0
20191022:0810,362.34,458.41,25.54,17.37,0.83,0.0
20191022:0910,427.52,546.45,32.23,19.68,0.76,0.0
20191022:1010,454.7,588.45,36.19,21.16,0.55,0.0
20191022:1110,433.0,563.6,36.78,22.02,0.48,0.0
20191022:1210,377.61,494.9,33.89,22.53,0.48,0.0
20191022:1310,273.75,369.06,28.01,22.62,0.55,0.0
20191022:1410,143.6,220.0,19.94,22.37,0.55,0.0
20191022:1510,25.93,61.92,10.4,20.87,0.21,0.0
20191022:1610,0.0,0.0,0.0,20.75,0.14,0.0
20191022:1710,0.0,0.0,0.0,19.37,0.28,0.0
20191022:1810,0.0,0.0,0.0,18.13,0.62,0.0
20191022:1910,0.0,0.0,0.0,17.09,0.9,0.0
20191022:2010,0.0,0.0,0.0,16.11,0.9,0.0
20191022:2110,0.0,0.0,0.0,15.34,0.9,0.0
20191022:2210,0.0,0.0,0.0,14.71,0.9,0.0
20191022:2310,0.0,0.0,0.0,14.16,0.9,0.0
20191023:0010,0.0,0.0,0.0,13.68,0.9,0.0
20191023:0110,0.0,0.0,0.0,13.09,0.9,0.0
20191023:0210,0.0,0.0,0.0,12.83,0.83,0.0
20191023:0310,0.0,0.0,0.0,12.69,0.69,0.0
20191023:0410,0.0,0.0,0.0,12.66,0.69,0.0
20191023:0510,0.0,0.0,0.0,12.83,0.69,0.0
20191023:0610,89.26,134.83,6.77,13.02,0.76,0.0
20191023:0710,266.04,340.45,16.65,13.53,0.69,0.0
20191023:0810,362.44,460.06,25.25,16.64,0.28,0.0
20191023:0910,436.78,559.6,31.91,19.78,0.69,0.0
20191023:1010,489.66,630.47,35.85,21.0,1.03,0.0
20191023:1110,452.7,582.8,36.43,21.89,1.38,0.0
20191023:1210,381.06,494.85,33.54,22.34,1.31,0.0
20191023:1310,276.21,371.12,27.69,22.33,1.24,0.0
20191023:1410,139.95,219.58,19.64,21.86,1.1,0.0
20191023:1510,30.94,64.41,10.12,20.67,0.83,0.0
20191023:1610,0.0,0.0,0.0,20.24,0.76,0.0
20191023:1710,0.0,0.0,0.0,18.86,0.62,0.0
20191023:1810,0.0,0.0,0.0,17.65,0.76,0.0
20191023:1910,0.0,0.0,0.0,16.44,0.83,0.0
20191023:2010,0.0,0.0,0.0,15.74,0.9,0.0
20191023:2110,0.0,0.0,0.0,15.22,0.83,0.0
20191023:2210,0.0,0.0,0.0,14.83,0.9,0.0
20191023:2310,0.0,0.0,0.0,14.59,0.97,0.0
20191024:0010,0.0,0.0,0.0,14.42,0.97,0.0
20191024:0110,0.0,0.0,0.0,14.08,0.48,0.0
20191024:0210,0.0,0.0,0.0,13.82,0.41,0.0
20191024:0310,0.0,0.0,0.0,13.56,0.48,0.0
20191024:0410,0.0,0.0,0.0,13.36,0.48,0.0
20191024:0510,0.0,0.0,0.0,13.1,0.48,0.0
20191024:0610,45.12,73.81,6.54,12.84,0.48,0.0
20191024:0710,210.34,270.34,16.39,13.09,0.62,0.0
20191024:0810,316.92,397.54,24.97,15.14,0.69,0.0
20191024:0910,276.0,349.16,31.6,17.38,1.03,0.0
20191024:1010,458.2,581.95,35.51,18.45,0.9,0.0
20191024:1110,404.23,516.98,36.08,19.55,0.76,0.0
20191024:1210,253.86,329.29,33.2,20.6,0.69,0.0
20191024:1310,263.08,352.93,27.37,21.12,0.83,0.0
20191024:1410,134.76,197.67,19.35,21.14,1.03,0.0
20191024:1510,31.86,62.71,9.85,19.84,1.03,0.0
20191024:1610,0.0,0.0,0.0,18.09,1.1,0.0
20191024:1710,0.0,0.0,0.0,16.7,1.17,0.0
20191024:1810,0.0,0.0,0.0,15.45,1.31,0.0
20191024:1910,0.0,0.0,0.0,15.59,0.28,0.0
20191024:2010,0.0,0.0,0.0,14.8,0.34,0.0
20191024:2110,0.0,0.0,0.0,14.18,0.41,0.0
20191024:2210,0.0,0.0,0.0,13.58,0.28,0.0
20191024:2310,0.0,0.0,0.0,13.2,0.14,0.0
20191025:0010,0.0,0.0,0.0,12.92,0.69,0.0
20191025:0110,0.0,0.0,0.0,11.78,1.03,0.0
20191025:0210,0.0,0.0,0.0,10.9,1.31,0.0
20191025:0310,0.0,0.0,0.0,10.59,1.31,0.0
20191025:0410,0.0,0.0,0.0,10.25,1.31,0.0
20191025:0510,0.0,0.0,0.0,10.09,1.31,0.0
20191025:0610,46.33,75.08,6.31,10.17,1.24,0.0
20191025:0710,224.86,285.9,16.14,11.24,1.03,0.0
20191025:0810,350.43,436.06,24.68,14.46,1.24,0.0
20191025:0910,305.29,381.71,31.28,15.77,1.17,0.0
20191025:1010,466.55,584.63,35.17,16.75,1.31,0.0
20191025:1110,416.43,524.84,35.73,17.77,1.31,0.0
20191025:1210,250.55,320.82,32.86,18.68,1.38,0.0
20191025:1310,169.97,223.66,27.05,18.87,1.52,0.0
20191025:1410,132.78,197.41,19.06,18.94,1.38,0.0
20191025:1510,37.95,63.16,9.58,18.42,1.03,0.0
20191025:1610,0.0,0.0,0.0,16.97,0.9,0.0
20191025:1710,0.0,0.0,0.0,15.52,1.03,0.0
20191025:1810,0.0,0.0,0.0,14.23,1.1,0.0
20191025:1910,0.0,0.0,0.0,13.62,1.17,0.0
20191025:2010,0.0,0.0,0.0,12.98,1.1,0.0
20191025:2110,0.0,0.0,0.0,12.32,1.1,0.0
20191025:2210,0.0,0.0,0.0,11.72,1.1,0.0
20191025:2310,0.0,0.0,0.0,11.11,1.03,0.0
20191026:0010,0.0,0.0,0.0,10.59,1.1,0.0
20191026:0110,0.0,0.0,0.0,10.17,1.17,0.0
20191026:0210,0.0,0.0,0.0,9.73,1.24,0.0
20191026:0310,0.0,0.0,0.0,9.62,1.24,0.0
20191026:0410,0.0,0.0,0.0,9.07,1.38,0.0
20191026:0510,0.0,0.0,0.0,8.28,1.38,0.0
20191026:0610,73.77,112.94,6.08,8.09,1.31,0.0
20191026:0710,255.42,322.81,15.88,10.35,1.24,0.0
20191026:0810,384.21,479.7,24.4,14.94,1.31,0.0
20191026:0910,453.81,570.48,30.97,17.36,1.38,0.0
20191026:1010,480.56,611.14,34.83,18.96,1.17,0.0
20191026:1110,442.96,567.76,35.39,20.11,1.03,0.0
20191026:1210,380.24,493.62,32.53,20.81,0.9,0.0
20191026:1310,266.49,360.2,26.74,21.08,0.83,0.0
20191026:1410,131.68,196.09,18.77,20.86,0.76,0.0
20191026:1510,16.85,44.34,9.32,20.08,0.55,0.0
20191026:1610,0.0,0.0,0.0,19.21,0.55,0.0
20191026:1710,0.0,0.0,0.0,17.85,0.69,0.0
20191026:1810,0.0,0.0,0.0,16.53,0.76,0.0
20191026:1910,0.0,0.0,0.0,15.65,0.97,0.0
20191026:2010,0.0,0.0,0.0,14.71,0.97,0.0
20191026:2110,0.0,0.0,0.0,13.9,0.9,0.0
20191026:2210,0.0,0.0,0.0,13.27,0.9,0.0
20191026:2310,0.0,0.0,0.0,12.77,0.83,0.0
20191027:0010,0.0,0.0,0.0,12.38,0.83,0.0
20191027:0110,0.0,0.0,0.0,11.89,0.76,0.0
20191027:0210,0.0,0.0,0.0,11.63,0.76,0.0
20191027:0310,0.0,0.0,0.0,11.52,0.69,0.0
20191027:0410,0.0,0.0,0.0,11.46,0.69,0.0
20191027:0510,0.0,0.0,0.0,11.42,0.62,0.0
20191027:0610,80.42,124.97,5.85,11.37,0.62,0.0
20191027:0710,261.42,333.45,15.63,11.31,0.76,0.0
20191027:0810,377.69,475.55,24.12,14.74,0.48,0.0
20191027:0910,450.79,576.78,30.66,18.21,0.41,0.0
20191027:1010,476.95,617.58,34.5,19.72,0.28,0.0
20191027:1110,437.49,570.59,35.05,20.65,0.07,0.0
20191027:1210,374.63,490.57,32.2,21.09,0.34,0.0
20191027:1310,265.67,360.4,26.44,21.08,0.62,0.0
20191027:1410,127.37,203.49,18.49,20.64,0.76,0.0
20191027:1510,19.07,45.0,9.06,19.35,0.62,0.0
20191027:1610,0.0,0.0,0.0,18.83,0.55,0.0
20191027:1710,0.0,0.0,0.0,17.45,0.48,0.0
20191027:1810,0.0,0.0,0.0,16.2,0.28,0.0
20191027:1910,0.0,0.0,0.0,15.0,0.21,0.0
20191027:2010,0.0,0.0,0.0,14.26,0.0,0.0
20191027:2110,0.0,0.0,0.0,13.63,0.14,0.0
20191027:2210,0.0,0.0,0.0,13.13,0.21,0.0
20191027:2310,0.0,0.0,0.0,12.7,0.14,0.0
20191028:0010,0.0,0.0,0.0,12.41,0.21,0.0
20191028:0110,0.0,0.0,0.0,12.23,0.28,0.0
20191028:0210,0.0,0.0,0.0,12.12,0.28,0.0
20191028:0310,0.0,0.0,0.0,12.02,0.28,0.0
20191028:0410,0.0,0.0,0.0,11.96,0.21,0.0
20191028:0510,0.0,0.0,0.0,11.83,0.21,0.0
20191028:0610,69.24,111.89,5.61,11.7,0.28,0.0
20191028:0710,250.91,321.03,15.38,10.86,0.41,0.0
20191028:0810,366.27,462.09,23.84,13.89,0.0,0.0
20191028:0910,438.45,555.8,30.35,17.12,0.62,0.0
20191028:1010,461.11,585.88,34.17,18.5,1.03,0.0
20191028:1110,440.11,560.83,34.71,19.26,1.24,0.0
20191028:1210,369.73,475.36,31.88,19.6,1.38,0.0
20191028:1310,258.65,346.05,26.13,19.51,1.45,0.0
20191028:1410,126.19,194.81,18.21,19.0,1.31,0.0
20191028:1510,20.34,44.3,8.8,18.05,0.97,0.0
20191028:1610,0.0,0.0,0.0,16.46,0.76,0.0
20191028:1710,0.0,0.0,0.0,15.95,0.48,0.0
20191028:1810,0.0,0.0,0.0,14.92,0.34,0.0
20191028:1910,0.0,0.0,0.0,14.13,0.48,0.0
20191028:2010,0.0,0.0,0.0,13.39,0.48,0.0
20191028:2110,0.0,0.0,0.0,12.8,0.28,0.0
20191028:2210,0.0,0.0,0.0,12.44,0.21,0.0
20191028:2310,0.0,0.0,0.0,12.13,0.14,0.0
20191029:0010,0.0,0.0,0.0,12.0,0.07,0.0
20191029:0110,0.0,0.0,0.0,11.52,0.14,0.0
20191029:0210,0.0,0.0,0.0,11.29,0.14,0.0
20191029:0310,0.0,0.0,0.0,11.19,0.28,0.0
20191029:0410,0.0,0.0,0.0,10.92,0.34,0.0
20191029:0510,0.0,0.0,0.0,10.68,0.34,0.0
20191029:0610,59.85,98.19,5.38,10.21,0.28,0.0
20191029:0710,237.95,306.16,15.12,10.78,0.0,0.0
20191029:0810,355.88,444.53,23.55,12.54,0.28,0.0
20191029:0910,443.12,554.27,30.04,14.4,0.62,0.0
20191029:1010,463.83,581.16,33.84,15.71,1.03,0.0
20191029:1110,439.64,552.78,34.37,16.56,1.24,0.0
20191029:1210,365.02,464.11,31.55,17.05,1.31,0.0
20191029:1310,249.28,329.57,25.83,17.02,1.38,0.0
20191029:1410,122.66,175.07,17.94,16.67,1.31,0.0
20191029:1510,34.37,58.25,8.55,15.96,1.1,0.0
20191029:1610,0.0,0.0,0.0,14.75,0.9,0.0
20191029:1710,0.0,0.0,0.0,14.05,0.69,0.0
20191029:1810,0.0,0.0,0.0,13.46,0.48,0.0
20191029:1910,0.0,0.0,0.0,12.67,0.55,0.0
20191029:2010,0.0,0.0,0.0,12.2,0.41,0.0
20191029:2110,0.0,0.0,0.0,11.88,0.28,0.0
20191029:2210,0.0,0.0,0.0,11.67,0.14,0.0
20191029:2310,0.0,0.0,0.0,11.47,0.21,0.0
20191030:0010,0.0,0.0,0.0,11.12,0.21,0.0
20191030:0110,0.0,0.0,0.0,11.38,0.14,0.0
20191030:0210,0.0,0.0,0.0,11.26,0.14,0.0
20191030:0310,0.0,0.0,0.0,11.15,0.14,0.0
20191030:0410,0.0,0.0,0.0,11.16,0.28,0.0
20191030:0510,0.0,0.0,0.0,10.87,0.34,0.0
20191030:0610,25.89,47.93,5.15,10.48,0.41,0.0
20191030:0710,167.61,219.59,14.87,12.47,0.07,0.0
20191030:0810,274.06,343.28,23.28,12.9,0.28,0.0
20191030:0910,242.61,304.84,29.73,13.95,0.55,0.0
20191030:1010,447.97,559.31,33.51,14.88,0.9,0.0
20191030:1110,404.49,506.74,34.04,15.78,1.1,0.0
20191030:1210,310.45,392.68,31.24,16.28,1.31,0.0
20191030:1310,176.12,229.7,25.54,16.14,1.1,0.0
20191030:1410,119.14,173.41,17.67,16.2,1.1,0.0
20191030:1510,28.72,50.81,8.3,15.74,0.83,0.0
20191030:1610,0.0,0.0,0.0,14.49,0.62,0.0
20191030:1710,0.0,0.0,0.0,14.07,0.55,0.0
20191030:1810,0.0,0.0,0.0,13.5,0.28,0.0
20191030:1910,0.0,0.0,0.0,12.66,0.62,0.0
20191030:2010,0.0,0.0,0.0,12.15,0.76,0.0
20191030:2110,0.0,0.0,0.0,11.93,0.62,0.0
20191030:2210,0.0,0.0,0.0,11.64,0.55,0.0
20191030:2310,0.0,0.0,0.0,11.33,0.55,0.0
20191031:0010,0.0,0.0,0.0,11.16,0.48,0.0
20191031:0110,0.0,0.0,0.0,11.02,0.34,0.0
20191031:0210,0.0,0.0,0.0,10.72,0.14,0.0
20191031:0310,0.0,0.0,0.0,10.4,0.21,0.0
20191031:0410,0.0,0.0,0.0,10.13,0.34,0.0
20191031:0510,0.0,0.0,0.0,9.91,0.41,0.0
20191031:0610,42.41,73.84,4.92,9.82,0.41,0.0
20191031:0710,207.68,268.42,14.62,10.82,0.34,0.0
20191031:0810,347.16,434.24,23.0,13.0,0.48,0.0
20191031:0910,364.12,454.28,29.43,14.46,0.62,0.0
20191031:1010,238.63,301.85,33.19,15.59,0.9,0.0
20191031:1110,288.77,363.81,33.72,16.31,1.1,0.0
20191031:1210,203.15,260.83,30.92,16.53,1.03,0.0
20191031:1310,101.69,139.06,25.25,15.98,0.76,0.0
20191031:1410,103.44,145.35,17.41,15.67,0.28,0.0
20191031:1510,27.46,47.85,8.06,14.66,0.28,0.0
20191031:1610,0.0,0.0,0.0,13.71,0.28,0.0
20191031:1710,0.0,0.0,0.0,12.98,0.48,0.0
20191031:1810,0.0,0.0,0.0,12.51,0.62,0.0
20191031:1910,0.0,0.0,0.0,12.02,0.76,0.0
20191031:2010,0.0,0.0,0.0,11.85,0.83,0.0
20191031:2110,0.0,0.0,0.0,11.67,0.76,0.0
20191031:2210,0.0,0.0,0.0,11.21,0.9,0.0
20191031:2310,0.0,0.0,0.0,10.94,0.9,0.0
20191101:0010,0.0,0.0,0.0,10.82,0.97,0.0
20191101:0110,0.0,0.0,0.0,10.62,1.03,0.0
20191101:0210,0.0,0.0,0.0,10.69,0.97,0.0
20191101:0310,0.0,0.0,0.0,10.32,1.03,0.0
20191101:0410,0.0,0.0,0.0,10.25,1.03,0.0
20191101:0510,0.0,0.0,0.0,10.13,1.03,0.0
20191101:0610,10.55,24.69,4.69,10.04,1.03,0.0
20191101:0710,88.17,121.1,14.36,10.92,1.03,0.0
20191101:0810,154.25,197.57,22.72,11.58,1.1,0.0
20191101:0910,131.75,171.48,29.12,11.84,1.1,0.0
20191101:1010,226.38,282.35,32.87,12.29,1.24,0.0
20191101:1110,323.66,400.69,33.39,13.19,1.17,0.0
20191101:1210,178.26,227.1,30.61,13.0,1.1,0.0
20191101:1310,55.71,82.59,24.97,13.18,1.03,0.0
20191101:1410,46.84,71.65,17.15,12.66,1.03,0.0
20191101:1510,26.11,45.57,7.82,12.28,0.97,0.0
20191101:1610,0.0,0.0,0.0,11.79,0.83,0.0
20191101:1710,0.0,0.0,0.0,11.48,0.83,0.0
20191101:1810,0.0,0.0,0.0,11.28,0.83,0.0
20191101:1910,0.0,0.0,0.0,10.78,0.69,0.0
20191101:2010,0.0,0.0,0.0,10.47,0.69,0.0
20191101:2110,0.0,0.0,0.0,10.07,0.83,0.0
20191101:2210,0.0,0.0,0.0,9.79,0.83,0.0
20191101:2310,0.0,0.0,0.0,9.65,0.76,0.0
20191102:0010,0.0,0.0,0.0,9.47,0.76,0.0
20191102:0110,0.0,0.0,0.0,9.46,0.76,0.0
20191102:0210,0.0,0.0,0.0,9.31,0.76,0.0
20191102:0310,0.0,0.0,0.0,9.3,0.76,0.0
20191102:0410,0.0,0.0,0.0,9.46,0.76,0.0
20191102:0510,0.0,0.0,0.0,9.47,0.76,0.0
20191102:0610,9.27,22.79,4.46,9.45,0.83,0.0
20191102:0710,26.49,45.78,14.11,10.76,1.38,0.0
20191102:0810,147.71,189.99,22.44,11.91,1.52,0.0
20191102:0910,158.0,202.33,28.83,12.66,1.66,0.0
20191102:1010,186.02,235.48,32.55,13.1,1.66,0.0
20191102:1110,205.57,259.07,33.08,13.76,1.86,0.0
20191102:1210,93.87,128.37,30.31,14.16,1.79,0.0
20191102:1310,163.16,211.38,24.69,13.83,1.52,0.0
20191102:1410,73.04,103.98,16.89,13.64,1.86,0.0
20191102:1510,6.28,17.83,7.59,13.08,1.59,0.0
20191102:1610,0.0,0.0,0.0,12.52,1.24,0.0
20191102:1710,0.0,0.0,0.0,11.88,1.38,0.0
20191102:1810,0.0,0.0,0.0,11.55,1.38,0.0
20191102:1910,0.0,0.0,0.0,11.54,1.66,0.0
20191102:2010,0.0,0.0,0.0,11.63,1.66,0.0
20191102:2110,0.0,0.0,0.0,11.69,1.66,0.0
20191102:2210,0.0,0.0,0.0,11.63,1.66,0.0
20191102:2310,0.0,0.0,0.0,11.61,1.38,0.0
20191103:0010,0.0,0.0,0.0,11.69,1.45,0.0
20191103:0110,0.0,0.0,0.0,11.99,1.45,0.0
20191103:0210,0.0,0.0,0.0,12.11,1.38,0.0
20191103:0310,0.0,0.0,0.0,12.08,1.31,0.0
20191103:0410,0.0,0.0,0.0,12.19,1.1,0.0
20191103:0510,0.0,0.0,0.0,12.21,1.1,0.0
20191103:0610,33.03,61.98,4.23,12.27,1.17,0.0
20191103:0710,48.3,73.26,13.86,11.8,1.03,0.0
20191103:0810,146.23,189.06,22.17,12.59,1.17,0.0
20191103:0910,50.73,76.62,28.53,13.56,1.45,0.0
20191103:1010,97.11,132.35,32.24,14.59,2.14,0.0
20191103:1110,91.28,125.38,32.76,14.72,2.9,0.0
20191103:1210,25.29,44.78,30.01,14.13,2.83,0.0
20191103:1310,61.32,89.56,24.41,14.3,3.03,0.0
20191103:1410,81.27,114.31,16.64,14.09,3.1,0.0
20191103:1510,6.27,17.83,7.36,13.53,2.76,0.0
20191103:1610,0.0,0.0,0.0,13.48,2.83,0.0
20191103:1710,0.0,0.0,0.0,13.51,2.69,0.0
20191103:1810,0.0,0.0,0.0,13.33,2.69,0.0
20191103:1910,0.0,0.0,0.0,13.34,2.69,0.0
20191103:2010,0.0,0.0,0.0,12.95,2.34,0.0
20191103:2110,0.0,0.0,0.0,13.02,1.93,0.0
20191103:2210,0.0,0.0,0.0,13.03,2.07,0.0
20191103:2310,0.0,0.0,0.0,12.72,2.41,0.0
20191104:0010,0.0,0.0,0.0,11.26,2.48,0.0
20191104:0110,0.0,0.0,0.0,10.35,1.52,0.0
20191104:0210,0.0,0.0,0.0,10.02,1.52,0.0
20191104:0310,0.0,0.0,0.0,9.53,1.38,0.0
20191104:0410,0.0,0.0,0.0,9.5,1.24,0.0
20191104:0510,0.0,0.0,0.0,9.49,1.38,0.0
20191104:0610,28.59,55.01,4.0,9.61,1.66,0.0
20191104:0710,216.35,278.71,13.61,9.79,1.79,0.0
20191104:0810,140.78,180.81,21.9,10.67,1.86,0.0
20191104:0910,66.35,94.54,28.23,11.28,1.93,0.0
20191104:1010,81.96,113.44,31.93,12.46,2.0,0.0
20191104:1110,349.04,426.88,32.45,12.42,2.41,0.0
20191104:1210,180.58,228.9,29.72,13.03,2.34,0.0
20191104:1310,241.39,319.67,24.14,13.12,2.41,0.0
20191104:1410,99.79,168.23,16.4,13.09,2.41,0.0
20191104:1510,29.14,49.53,7.14,12.87,2.34,0.0
20191104:1610,0.0,0.0,0.0,12.09,1.52,0.0
20191104:1710,0.0,0.0,0.0,11.04,1.31,0.0
20191104:1810,0.0,0.0,0.0,10.48,1.31,0.0
20191104:1910,0.0,0.0,0.0,9.28,1.24,0.0
20191104:2010,0.0,0.0,0.0,9.96,1.24,0.0
20191104:2110,0.0,0.0,0.0,10.44,1.38,0.0
20191104:2210,0.0,0.0,0.0,10.77,1.79,0.0
20191104:2310,0.0,0.0,0.0,10.86,1.79,0.0
20191105:0010,0.0,0.0,0.0,11.05,1.93,0.0
20191105:0110,0.0,0.0,0.0,11.42,2.0,0.0
20191105:0210,0.0,0.0,0.0,11.44,2.0,0.0
20191105:0310,0.0,0.0,0.0,11.49,2.0,0.0
20191105:0410,0.0,0.0,0.0,11.59,2.14,0.0
20191105:0510,0.0,0.0,0.0,11.53,2.21,0.0
20191105:0610,12.71,29.56,3.77,11.57,1.86,0.0
20191105:0710,8.95,21.89,13.36,11.64,1.93,0.0
20191105:0810,163.85,209.29,21.63,12.55,1.93,0.0
20191105:0910,77.36,108.47,27.94,13.48,2.07,0.0
20191105:1010,223.75,280.61,31.62,14.43,2.34,0.0
20191105:1110,232.05,290.15,32.15,14.94,3.52,0.0
20191105:1210,151.13,195.21,29.43,14.5,3.45,0.0
20191105:1310,175.61,227.64,23.87,14.67,2.97,0.0
20191105:1410,66.71,96.48,16.16,14.46,2.83,0.0
20191105:1510,16.31,32.69,6.93,13.97,2.62,0.0
20191105:1610,0.0,0.0,0.0,13.23,2.55,0.0
20191105:1710,0.0,0.0,0.0,12.96,1.86,0.0
20191105:1810,0.0,0.0,0.0,13.22,2.07,0.0
20191105:1910,0.0,0.0,0.0,13.42,2.55,0.0
20191105:2010,0.0,0.0,0.0,13.07,2.76,0.0
20191105:2110,0.0,0.0,0.0,12.46,3.52,0.0
20191105:2210,0.0,0.0,0.0,11.63,3.17,0.0
20191105:2310,0.0,0.0,0.0,10.43,1.86,0.0
20191106:0010,0.0,0.0,0.0,9.5,1.59,0.0
20191106:0110,0.0,0.0,0.0,9.06,1.24,0.0
20191106:0210,0.0,0.0,0.0,8.95,1.59,0.0
20191106:0310,0.0,0.0,0.0,8.75,1.66,0.0
20191106:0410,0.0,0.0,0.0,8.34,1.17,0.0
20191106:0510,0.0,0.0,0.0,8.04,0.9,0.0
20191106:0610,9.92,24.61,3.54,8.02,1.03,0.0
20191106:0710,143.27,187.39,13.12,8.28,1.24,0.0
20191106:0810,228.63,281.9,21.36,8.8,1.38,0.0
20191106:0910,210.73,260.8,27.65,9.88,1.52,0.0
20191106:1010,208.28,259.03,31.32,11.01,1.79,0.0
20191106:1110,197.7,247.19,31.85,11.41,1.93,0.0
20191106:1210,164.38,208.7,29.14,11.38,1.93,0.0
20191106:1310,96.59,130.09,23.61,11.28,1.72,0.0
20191106:1410,35.16,56.72,15.92,10.72,1.59,0.0
20191106:1510,26.46,45.57,6.72,9.77,1.31,0.0
20191106:1610,0.0,0.0,0.0,8.65,1.03,0.0
20191106:1710,0.0,0.0,0.0,8.18,0.9,0.0
20191106:1810,0.0,0.0,0.0,7.74,0.9,0.0
20191106:1910,0.0,0.0,0.0,7.73,1.17,0.0
20191106:2010,0.0,0.0,0.0,7.75,1.03,0.0
20191106:2110,0.0,0.0,0.0,7.84,0.97,0.0
20191106:2210,0.0,0.0,0.0,7.53,1.03,0.0
20191106:2310,0.0,0.0,0.0,7.39,0.9,0.0
20191107:0010,0.0,0.0,0.0,7.01,0.55,0.0
20191107:0110,0.0,0.0,0.0,7.08,0.62,0.0
